hr,lat,lon,mag,fingure_print
4742,45.87,-114.8,6.35,1320.1641
4743,12.47,-119.1,3.91,1177.9744
4744,-1.58,-120.43,6.04,665.5664
4745,61.09,50.11,5.7,1378.2638
4746,57.75,-111.87,6.22,1660.8691
4747,0.96,-120.22,6.22,983.2341
4748,23.61,-118.05,5.44,1184.9316
4749,6.33,-119.75,6.15,771.7344
4750,84.83,-41.68,6.54,719.58655
4751,84.78,-45.26,6.65,710.2438
4752,84.82,-45.22,5.29,718.95483
4753,84.2,-63.07,5.48,857.0592
4754,6.22,-119.95,5.8,753.79675
4755,20.96,-118.64,6.02,1109.2329
4756,82.04,-83.27,5.69,1399.2025
4757,46.05,-115.48,2.95,1308.8767
4758,49.15,-114.98,6.35,1213.6244
4759,38.92,-116.71,5.63,1503.8492
4760,58.5,51.68,5.35,1042.8834
4761,65.26,49.11,6.21,1536.925
4762,58.14,51.82,6.08,1039.6272
4763,5.65,-120.17,1.63,603.5556
4764,5.68,-120.18,6.42,599.2265
4765,47.81,54.25,4.95,1301.8439
4766,84.74,-60.93,5.46,949.8028
4767,63.77,50.06,6.21,1457.4803
4768,3.35,-120.42,5.48,1040.1547
4769,-10.18,-121.5,5.88,1094.5746
4770,69.9,-108.31,6.05,1565.8074
4771,-0.72,-120.76,5.95,506.74884
4772,57.47,-113.74,6.19,1678.1189
4773,-9.32,-121.46,3.87,1156.5168
4774,30.16,-118.21,6.46,1733.0061
4775,46.42,-116.19,4.31,1320.448
4776,48.76,-115.99,5.74,1204.5677
4777,72.62,-107.63,6.26,1720.7875
4778,42.88,-117.13,6.26,1469.7285
4779,49.81,-116.18,5.58,1178.1067
4780,85.07,-67.2,6.29,1064.7898
4781,53.17,-115.66,5.48,2105.2134
4782,12.87,-120.05,6.38,980.04663
4783,82.78,26.03,5.42,1965.6953
4784,82.68,26.81,6.24,1948.8875
4785,75.32,43.9,4.26,1647.7864
4786,39.31,-117.87,2.65,1746.1049
4787,47.26,54.79,3.87,1196.31
4788,18.1,-119.8,5.77,1852.5287
4789,84.14,-82.15,4.81,1012.26416
4790,0.97,-121.05,6.22,1069.8499
4791,80.48,-98.83,6.56,1335.53
4792,80.48,-98.86,5.02,1376.1915
4793,83.58,-86.81,5.85,1059.6589
4794,21.75,-119.75,5.13,1023.25256
4795,47.04,54.98,4.94,1007.1757
4796,22.91,-119.72,5.8,1137.1311
4797,42.2,-118.04,6.2,1482.4363
4798,-6.3,-121.66,2.69,865.5344
4799,56.85,-116.26,5.87,1744.7849
4800,57.54,53.51,5.5,1169.4001
4801,79.42,-103.77,5.68,1520.6244
4802,14.27,-120.59,3.86,1060.7029
4803,35.63,-119.17,5.45,1736.8967
4804,-12.52,-122.14,6.49,1582.3743
4805,65.94,-114.73,6.33,1764.0266
4806,-4.35,-121.71,6.25,1022.6837
4807,64.53,-115.32,5.71,1801.4689
4808,69.63,-113.68,7.08,1313.3309
4809,44.52,-118.71,6.0,1583.1962
4810,32.37,-119.77,5.89,1970.4492
4811,76.01,47.12,6.37,1706.9045
4812,84.72,-90.09,6.38,1243.3303
4813,54.75,-117.7,4.66,1845.4705
4814,-3.67,-121.78,6.26,1221.3293
4815,83.32,-97.43,5.46,1375.5469
4816,80.81,41.49,6.45,1948.4363
4817,22.83,-120.53,4.64,1083.6549
4818,16.69,-121.12,5.84,1727.9327
4819,13.88,-121.26,2.17,882.03046
4820,-6.55,-122.1,6.33,845.10376
4821,49.78,-119.1,6.08,1332.543
4822,49.78,-119.1,5.98,1332.543
4823,3.16,-121.73,4.93,810.5593
4824,73.14,-114.55,6.19,1227.9531
4825,61.33,-117.85,3.65,1430.565
4826,61.33,-117.85,3.68,1430.565
4827,43.06,-119.84,6.03,1632.0422
4828,72.96,-114.88,4.88,1200.5431
4829,69.55,-116.18,5.59,1242.0697
4830,-0.2,-121.96,5.31,999.99713
4831,14.03,-121.43,4.66,878.77734
4832,6.9,-121.72,6.08,1024.8684
4833,54.38,55.13,6.07,1276.7058
4834,6.68,-121.77,6.0,935.1942
4835,3.95,-121.9,6.4,1014.3181
4836,22.67,-121.28,6.44,1041.2338
4837,61.23,-118.88,5.93,1480.6025
4838,26.5,-121.25,6.39,2245.3518
4839,34.52,-120.95,5.48,1446.6616
4840,55.94,55.27,6.38,1340.2303
4841,-5.97,-122.35,6.16,834.3014
4842,1.88,-122.23,4.69,648.17554
4843,72.97,52.78,6.33,1851.6047
4844,-5.24,-122.45,3.05,846.7825
4845,77.78,51.19,5.95,1512.405
4846,71.65,53.55,4.99,1590.4425
4847,70.5,-118.61,5.22,1360.3281
4848,6.38,-122.23,4.65,764.3395
4849,72.38,-118.79,5.67,1294.2094
4850,29.55,-121.81,5.86,1805.3307
4851,79.39,-116.68,5.12,1453.312
4852,36.5,56.71,6.4,1440.7465
4853,3.18,-122.46,1.25,713.9376
4854,68.8,-119.9,6.34,1477.2428
4855,74.8,-119.0,6.07,1296.7006
4856,56.56,-121.18,6.26,1915.3234
4857,38.01,-121.91,6.44,1831.0442
4858,66.43,-120.7,6.41,1444.929
4859,54.34,56.26,5.89,1202.0692
4860,35.27,-122.12,5.66,1261.1279
4861,76.4,-119.63,6.56,1389.1781
4862,-9.11,-122.8,5.55,887.606
4863,50.33,56.47,5.43,1635.4426
4864,87.64,-108.28,6.31,1875.6019
4865,76.98,-120.2,5.7,1377.7942
4866,68.66,55.82,6.27,1966.4893
4867,56.81,56.44,5.85,1326.852
4868,2.47,-122.78,6.75,511.16583
4869,89.36,8.9,5.78,1841.552
4870,-22.25,-123.01,5.46,1256.9175
4871,14.41,-122.74,6.24,922.8661
4872,10.08,-122.86,5.73,1251.58
4873,85.73,-119.36,6.43,1736.0627
4874,28.87,-122.75,4.91,1811.1721
4875,79.61,55.69,5.89,1508.6726
4876,2.54,-122.91,5.72,506.59372
4877,52.53,-122.91,6.41,1808.3408
4878,65.93,-123.04,6.02,1531.9836
4879,23.19,-123.04,5.98,1432.2136
4880,14.78,-123.05,6.33,1132.6656
4881,36.13,-123.08,6.15,1311.6345
4882,9.04,-123.08,6.24,1391.6514
4883,89.58,65.07,4.94,1747.4469
4884,79.94,-123.98,6.32,1236.9619
4885,7.92,-123.17,5.93,1259.8973
4886,78.99,-124.22,6.3,1212.7096
4887,2.54,-123.17,5.76,570.35486
4888,13.93,-123.22,4.33,976.96423
4889,22.69,-123.34,4.27,1399.1711
4890,2.49,-123.23,5.9,413.06747
4891,59.32,-123.79,6.11,1429.5737
4892,33.71,56.99,5.85,1238.8164
4893,33.72,56.99,5.28,1344.0616
4894,84.1,-127.21,4.9,1886.0114
4895,4.44,-123.32,6.58,1018.8843
4896,58.64,-123.98,6.44,1264.5283
4897,3.72,-123.35,4.62,777.934
4898,5.69,-123.36,4.03,760.94214
4899,5.7,-123.37,5.17,744.4843
4900,75.28,-125.23,6.25,1545.9503
4901,51.22,-124.06,6.0,1744.0491
4902,53.33,-124.14,4.79,1839.654
4903,18.72,-123.61,5.89,1785.4281
4904,83.57,62.26,6.26,2365.1055
4905,61.16,57.82,1.77,1919.7343
4906,19.95,-123.69,5.47,1599.5037
4907,-9.32,-123.33,5.93,826.2322
4908,6.03,-123.55,5.32,726.27893
4909,69.92,58.8,5.84,1461.9171
4910,66.25,-125.53,3.38,1771.124
4911,47.53,-124.52,6.17,2583.6807
4912,36.4,-124.34,6.62,1598.7623
4913,11.66,-123.83,5.16,1364.7703
4914,78.77,61.69,5.6,1233.5166
4915,78.77,61.71,2.9,1233.3904
4916,51.68,57.74,5.24,1498.1792
4917,63.01,58.64,5.82,2151.7993
4918,40.1,-124.78,6.31,2080.416
4919,70.92,60.08,6.12,1423.9668
4920,80.13,-133.41,4.78,1131.43
4921,59.0,-126.92,5.79,1102.8596
4922,29.33,-125.11,6.02,2013.5352
4923,-8.69,-123.8,3.62,824.2388
4924,85.86,84.4,4.9,1980.1792
4925,59.42,-127.43,5.99,1213.0059
4926,80.99,-137.04,6.2,1346.1262
4927,41.65,57.68,6.01,1715.3029
4928,50.51,58.4,5.32,1490.365
4929,79.75,-136.09,5.96,1103.4146
4930,-8.63,-123.87,6.03,837.6609
4931,60.71,59.7,4.93,1796.3254
4932,73.63,-132.34,2.83,1741.6643
4933,13.3,-124.95,4.85,1032.927
4934,53.48,59.0,6.0,1256.3665
4935,42.2,-126.83,5.58,1832.2013
4936,57.35,59.69,6.53,1728.8123
4937,59.06,-128.99,6.59,1316.1384
4938,21.61,-125.64,6.26,1284.736
4939,10.7,-125.13,6.43,1110.6973
4940,14.34,-125.47,4.71,1299.0463
4941,21.19,-125.97,5.59,998.9
4942,12.89,-125.49,4.27,1041.0475
4943,80.81,75.54,5.25,1841.0637
4944,2.95,-124.94,5.99,679.5264
4945,71.63,65.15,5.63,1903.2446
4946,83.13,-153.39,5.99,1680.9088
4947,26.91,-126.44,6.54,1698.5444
4948,86.23,115.89,6.54,1342.9895
4949,84.36,-160.64,5.6,1910.0175
4950,44.07,58.43,6.31,1464.4601
4951,9.34,-125.37,5.71,1208.8289
4952,-2.49,-124.67,5.51,925.115
4953,55.0,60.12,6.14,1322.6003
4954,86.47,138.06,4.8,1391.1149
4955,51.92,-129.5,5.19,1334.4355
4956,86.32,139.44,6.19,1341.5233
4957,53.65,-130.07,5.55,1535.4084
4958,39.57,-128.19,4.95,1882.3209
4959,53.08,-130.25,6.32,1480.9824
4960,72.39,-137.53,5.78,1465.8162
4961,52.28,-130.31,5.94,1407.867
4962,78.88,-146.33,5.91,940.0298
4963,57.03,-131.42,4.38,1980.3127
4964,79.01,76.39,6.02,1232.0334
4965,10.19,-125.95,6.06,1020.9455
4966,-7.14,-124.69,5.91,1029.1997
4967,77.97,74.45,6.28,1055.6688
4968,79.49,-147.96,5.22,840.9648
4969,79.49,-147.96,5.22,840.9648
4970,20.49,-126.83,5.79,931.803
4971,77.98,74.83,5.91,1170.8087
4972,-0.52,-125.23,6.33,1443.5807
4973,19.35,-126.77,5.25,769.52765
4974,54.77,60.78,6.54,1328.2861
4975,2.85,-125.55,4.6,601.6688
4976,-15.63,-124.12,5.85,1607.7716
4977,-3.44,-125.09,5.9,939.5027
4978,36.1,-128.53,6.5,2396.4915
4979,24.89,-127.43,4.85,1708.5632
4980,2.94,-125.63,6.16,639.3161
4981,46.39,-130.12,5.04,1839.1831
4982,20.0,-127.12,6.22,856.90784
4983,85.4,136.67,4.26,1387.1165
4984,84.52,177.53,6.33,1971.8053
4985,12.02,-126.48,5.89,1136.4685
4986,73.66,-141.61,5.77,1380.6716
4987,80.31,-154.19,6.53,827.17
4988,4.06,-125.89,5.89,954.81506
4989,3.64,-125.87,4.92,765.5897
4990,43.74,-130.15,6.28,1019.5823
4991,19.54,-127.29,6.16,833.2128
4992,80.22,-154.87,6.11,777.80566
4993,-5.13,-125.18,4.8,1302.9814
4994,-6.9,-125.03,6.37,1037.799
4995,42.62,-130.21,5.33,1059.004
4996,13.74,-126.86,5.89,1127.8405
4997,76.18,75.17,4.92,900.2535
4998,73.3,-142.99,5.67,1317.1997
4999,26.26,-128.26,6.19,1607.862
5000,-2.4,-125.59,6.07,850.4462
5001,42.56,-130.77,5.22,1000.72797
5002,-4.04,-125.47,4.87,1033.5776
5003,44.23,59.34,6.59,1408.9565
5004,75.4,75.43,5.79,941.34985
5005,60.85,-135.84,6.68,1773.2854
5006,31.05,-129.26,5.1,2333.536
5007,80.12,-159.43,6.45,883.19507
5008,18.65,-127.82,5.84,1204.511
5009,36.61,58.15,6.25,1516.0898
5010,80.67,-162.33,6.45,1026.5134
5011,71.31,-142.8,5.22,1610.9774
5012,-9.28,-125.11,6.04,916.49
5013,75.26,-148.35,5.33,1775.7872
5014,61.5,-136.69,6.37,1672.2554
5015,67.46,-140.14,4.8,1717.6084
5016,11.36,-127.25,6.19,997.63
5017,75.52,77.27,4.73,955.1516
5018,48.55,60.54,6.2,1962.5846
5019,44.1,-131.88,4.74,1149.7019
5020,39.26,-131.1,3.0,1874.5391
5021,65.66,-139.73,6.62,1248.0187
5022,80.93,95.23,5.82,2047.6238
5023,66.87,68.15,5.15,1470.6782
5024,2.89,-126.6,6.18,882.85144
5025,80.06,91.81,6.02,1747.1676
5026,9.87,-127.41,5.48,1014.6127
5027,6.83,-127.08,6.02,2001.4137
5028,25.79,-129.42,2.75,1630.1693
5029,15.69,-128.17,5.77,1467.644
5030,-9.42,-125.37,6.05,911.8449
5031,64.82,-140.32,6.26,1316.46
5032,75.67,79.91,5.6,1053.6172
5033,42.82,-132.61,6.21,1048.4092
5034,1.67,-126.7,6.18,914.87994
5035,1.65,-126.71,4.53,886.58673
5036,10.4,-127.73,5.83,981.4324
5037,63.93,-140.35,5.69,1669.0447
5038,14.6,-128.36,6.16,1051.6105
5039,13.98,-128.31,6.38,914.67676
5040,66.84,-142.72,5.87,1352.5259
5041,-1.88,-126.42,4.53,817.78735
5042,-12.16,-125.17,5.05,1255.8641
5043,29.21,-130.53,6.22,1934.3982
5044,44.49,-133.5,5.37,1390.2985
5045,72.12,75.3,6.35,1805.1884
5046,12.71,-128.29,6.48,978.8612
5047,57.03,-137.64,5.89,1328.4326
5048,-1.85,-126.56,5.31,803.337
5049,-7.95,-125.8,5.67,826.031
5050,56.73,-138.08,5.75,1315.7875
5051,-11.99,-125.34,6.63,1341.8894
5052,77.95,89.75,6.07,1642.8871
5053,73.39,-152.35,6.44,1542.0266
5054,61.58,66.89,2.27,836.52893
5055,61.58,66.89,3.95,836.52893
5056,50.84,-136.11,0.98,1908.5211
5057,81.73,168.52,5.78,1965.9332
5058,22.63,-130.14,5.09,1184.2893
5059,60.47,-140.78,5.97,1436.0437
5060,20.88,-130.04,5.69,1403.0079
5061,13.31,-128.91,6.31,854.4817
5062,61.47,67.23,4.01,872.8
5063,13.07,-128.92,6.28,762.38196
5064,49.25,-136.18,5.25,1764.6626
5065,22.2,-130.31,6.4,1072.6307
5066,-6.99,-126.19,6.2,1018.0546
5067,69.88,74.86,5.88,1955.7413
5068,46.02,-135.45,4.76,1740.6038
5069,-2.1,-126.95,6.11,786.64746
5070,53.43,63.59,6.5,1424.9475
5071,11.26,-128.99,5.06,1087.9675
5072,74.11,-157.69,4.98,1812.2866
5073,44.49,60.73,5.79,1552.5645
5074,51.96,63.23,6.66,1123.8083
5075,51.98,63.25,7.04,1211.6293
5076,63.49,69.51,6.34,1424.4506
5077,74.4,84.01,6.47,1331.4908
5078,60.09,-142.16,6.43,1600.0312
5079,65.52,71.23,6.8,1001.55347
5080,38.75,-134.22,4.97,2145.1807
5081,71.42,-153.33,5.65,1621.0342
5082,-14.88,-125.25,6.48,1292.5472
5083,65.36,71.32,6.43,919.4658
5084,-23.01,-123.91,5.58,1163.1519
5085,56.57,65.48,5.4,2012.916
5086,68.05,-149.33,6.17,1813.4406
5087,66.98,-148.11,6.51,1685.7698
5088,55.1,-140.03,6.09,1007.9999
5089,22.83,-131.22,3.88,981.50665
5090,33.93,-133.6,6.47,1452.5308
5091,38.33,59.29,5.77,1367.5791
5092,23.79,-131.62,6.16,1313.1213
5093,-3.12,-127.27,6.37,901.6996
5094,43.1,-136.15,6.01,1729.0258
5095,55.21,-140.78,4.69,1055.1848
5096,72.96,83.03,6.08,1514.3253
5097,33.31,-133.74,5.69,1340.6017
5098,32.46,-133.54,6.45,1461.7882
5099,46.34,-137.47,5.55,1632.2885
5100,51.37,-139.44,5.21,1773.0688
5101,54.23,-140.76,6.68,1215.2892
5102,80.28,161.39,6.11,1632.626
5103,13.98,-130.29,6.33,1269.9194
5104,28.69,-133.24,6.44,1439.563
5105,64.41,-148.27,4.94,1883.783
5106,48.32,-138.87,5.91,1712.0538
5107,60.39,-145.25,3.37,1956.3909
5108,75.29,91.93,6.37,1487.9841
5109,60.74,69.51,5.6,981.9625
5110,76.41,96.67,4.98,1429.1332
5111,55.77,-142.71,5.73,1324.1013
5112,66.59,75.01,4.7,1231.4917
5113,0.7,-128.33,5.63,1399.0784
5114,70.14,-156.59,6.49,1636.528
5115,-13.09,-125.94,6.34,1221.9451
5116,70.79,81.52,6.84,1675.6875
5117,27.47,-133.47,6.5,1288.8151
5118,17.97,-131.52,5.98,1756.2402
5119,-7.94,-126.91,6.1,1010.1904
5120,35.28,-135.38,5.78,1551.3916
5121,15.71,-131.13,5.9,1652.9373
5122,3.9,-129.03,6.42,1246.97
5123,79.45,158.32,5.74,1507.7542
5124,4.67,-129.26,6.01,1359.9308
5125,-8.3,-126.94,6.59,917.03424
5126,66.01,75.32,6.49,1066.3884
5127,76.61,101.04,4.82,1445.295
5128,32.19,-135.08,5.83,1358.7045
5129,73.18,-165.58,6.52,2109.6597
5130,-2.2,-128.14,5.79,1095.2233
5131,40.3,60.35,6.57,1566.6892
5132,8.72,-130.19,2.3,1242.5496
5133,64.82,74.44,6.48,937.3413
5134,12.17,-130.89,6.0,776.35565
5135,22.19,-132.92,6.27,1214.8721
5136,21.88,-132.88,5.6,1091.4736
5137,75.91,-176.46,6.48,1948.7313
5138,70.08,-159.9,5.57,1719.2028
5139,45.42,62.28,5.5,1673.0974
5140,3.44,-129.46,5.38,1259.2191
5141,7.6,-130.25,5.01,1367.126
5142,62.7,72.96,5.46,1295.1241
5143,78.65,124.17,6.21,2123.048
5144,76.64,176.92,5.75,1665.7932
5145,79.06,139.32,6.23,2073.472
5146,38.0,-137.55,6.59,1811.4983
5147,28.11,-134.8,6.05,1118.9774
5148,64.82,75.54,6.32,994.5565
5149,77.84,166.74,5.62,1479.7249
5150,52.16,-143.42,5.01,1754.8245
5151,5.4,-129.98,6.0,1316.4668
5152,11.25,-131.19,6.41,603.4079
5153,58.69,69.82,6.29,1371.1698
5154,61.01,71.82,4.66,1090.5676
5155,20.44,-133.2,5.98,1082.1865
5156,67.74,-157.96,6.16,1917.094
5157,19.76,-133.2,5.98,1098.5586
5158,10.99,-131.35,6.47,618.13745
5159,63.38,-152.78,5.36,2008.9492
5160,72.09,89.51,6.3,1444.0621
5161,76.51,108.29,5.98,1335.914
5162,51.47,65.58,5.85,1166.9421
5163,54.99,-146.12,6.51,1760.3389
5164,77.35,164.68,6.13,1402.7448
5165,44.82,-141.03,5.6,1492.3513
5166,35.83,-137.81,6.21,1382.5115
5167,35.18,-137.84,5.81,1441.0155
5168,28.46,-135.86,4.23,1064.319
5169,63.19,75.09,6.02,1332.2051
5170,45.14,-141.56,6.19,1643.5938
5171,-0.41,-129.3,6.51,1359.7122
5172,10.5,-131.63,4.65,746.13
5173,48.29,-143.16,5.51,2027.5837
5174,25.29,-135.28,5.15,827.68506
5175,11.63,-132.02,5.91,807.9724
5176,11.55,-132.04,5.45,618.4503
5177,59.66,72.03,6.5,1123.5122
5178,50.76,-144.99,6.05,1868.7854
5179,72.06,92.48,5.87,1333.6217
5180,73.84,98.89,5.94,1227.2395
5181,43.01,-141.28,5.43,1434.8306
5182,77.55,150.52,5.95,1814.7286
5183,65.38,-157.86,6.33,1959.0288
5184,38.73,60.44,5.91,1366.3268
5185,73.88,-178.95,4.5,1414.6367
5186,73.71,99.1,5.5,1131.5271
5187,60.89,73.62,5.7,1060.4016
5188,-20.06,-125.09,5.95,1045.8483
5189,25.72,-135.87,6.53,826.93787
5190,19.89,-134.41,3.41,1028.9349
5191,65.32,79.31,1.86,1256.4302
5192,26.91,-136.32,4.19,1107.0491
5193,19.12,-134.24,3.04,1017.1252
5194,-7.15,-128.23,5.75,1220.4495
5195,76.88,125.65,5.62,1728.6187
5196,42.57,-141.93,4.97,1520.1545
5197,32.06,-138.07,6.18,1633.3644
5198,21.58,-135.03,6.44,1390.9136
5199,72.77,97.34,7.4,1191.1476
5200,72.4,-175.81,4.07,1646.2573
5201,75.49,167.75,4.91,1621.619
5202,40.84,-141.42,6.53,1892.0216
5203,34.18,58.99,5.98,1448.2186
5204,74.42,105.86,6.38,1286.976
5205,64.21,-158.54,6.01,1871.3107
5206,14.73,-133.53,5.77,824.0985
5207,8.97,-132.14,5.25,982.4198
5208,24.88,-136.24,6.35,770.6668
5209,36.49,-139.96,6.45,1337.6077
5210,28.19,-137.28,4.56,765.7029
5211,28.19,-137.28,6.06,765.7029
5212,29.5,-137.74,6.12,979.7988
5213,54.27,68.94,5.96,1754.7897
5214,75.13,112.5,6.65,976.18665
5215,75.16,112.9,5.87,974.82947
5216,56.94,71.17,6.46,1770.0071
5217,8.37,-132.25,5.89,941.2776
5218,-5.52,-128.92,5.71,1436.9889
5219,75.14,113.9,4.74,1009.7018
5220,69.32,-169.54,6.04,1920.4788
5221,29.14,-137.93,4.73,804.058
5222,25.52,-136.88,5.54,731.1871
5223,14.42,-133.84,6.1,838.0084
5224,25.84,-137.06,6.19,744.7918
5225,73.05,176.7,5.7,1440.6897
5226,51.21,67.23,4.65,1378.0902
5227,47.86,65.21,6.4,1749.5513
5228,32.3,-139.27,6.04,1590.0212
5229,76.28,137.12,5.9,1588.9648
5230,9.49,-132.77,5.71,1031.0504
5231,14.19,-134.07,2.55,795.16943
5232,57.57,-153.47,5.15,2094.9824
5233,51.59,-148.8,6.19,2061.8486
5234,7.54,-132.44,6.14,999.8855
5235,73.03,174.7,2.68,1502.6132
5236,6.98,-132.32,6.0,957.92224
5237,29.61,-138.73,6.51,1051.5505
5238,61.01,76.24,5.7,1268.3523
5239,14.83,-134.39,5.83,815.61255
5240,-16.19,-126.44,6.09,1234.0364
5241,-1.75,-130.19,4.71,1289.0905
5242,-3.82,-129.74,6.2,1299.0747
5243,70.09,-175.12,6.16,1705.0394
5244,59.61,-156.53,5.91,1846.177
5245,75.11,123.97,6.32,1741.8403
5246,37.37,-142.14,6.14,1496.8875
5247,75.54,141.88,5.01,1647.0007
5248,19.07,-135.98,3.83,1116.6567
5249,16.45,-135.29,3.87,1387.9741
5250,35.45,-141.66,5.15,1243.0771
5251,11.06,-133.86,5.91,1386.4998
5252,0.3,-131.06,6.49,1346.5566
5253,-4.33,-129.85,5.97,1232.0337
5254,69.98,-177.75,6.0,1661.4822
5255,73.78,162.98,5.76,2122.9138
5256,53.9,70.39,6.37,1657.9989
5257,35.31,-142.04,5.77,1349.7075
5258,55.17,-153.84,6.4,2123.5308
5259,20.72,-137.12,6.13,1365.197
5260,15.53,-135.6,4.34,1060.0166
5261,-14.54,-127.22,5.5,1222.4695
5262,65.4,-168.38,5.99,1579.8892
5263,74.51,142.1,6.23,1783.9609
5264,59.38,-159.22,4.26,1440.4417
5265,32.84,-141.7,5.48,1392.0328
5266,5.26,-132.87,5.92,1227.9008
5267,1.25,-131.77,0.61,1052.203
5268,28.76,-140.29,6.18,1318.6558
5269,19.45,-137.16,6.11,1063.607
5270,65.8,-170.17,6.2,1459.6857
5271,66.67,89.44,6.27,2138.0942
5272,37.45,-144.15,6.3,1786.6794
5273,66.45,-172.46,6.3,1648.9456
5274,64.0,-167.39,6.26,1704.9347
5275,61.85,-163.99,6.24,1997.6028
5276,53.03,-154.07,6.39,1864.2506
5277,44.32,-147.95,6.28,2116.8503
5278,6.65,-133.63,6.17,938.0923
5279,-12.75,-128.0,6.02,1633.2393
5280,62.57,81.89,6.15,1176.4331
5281,1.79,-132.26,6.42,1043.805
5282,47.16,66.37,6.34,1808.133
5283,59.61,-161.25,6.28,1357.3575
5284,42.99,-147.46,6.56,1623.0774
5285,19.54,-137.73,4.36,1098.3877
5286,17.71,-137.15,6.2,1078.364
5287,33.25,-143.0,3.27,1232.6553
5288,24.08,-139.46,2.06,1809.0804
5289,-1.62,-131.46,6.4,1403.5994
5290,49.24,-152.12,5.46,1666.0476
5291,50.96,69.48,3.65,1665.6277
5292,2.12,-132.7,6.34,1082.2507
5293,-8.46,-129.55,6.05,1268.0695
5294,17.2,-137.52,6.17,1257.2589
5295,-7.91,-129.77,6.06,1280.3688
5296,9.51,-135.12,6.0,1532.1304
5297,7.65,-134.58,4.75,973.8964
5298,48.08,-152.2,6.47,1661.1365
5299,67.26,94.74,5.27,2093.472
5300,63.23,85.42,5.25,1487.7485
5301,42.49,-149.16,4.91,1501.9746
5302,55.14,74.25,6.46,1960.2623
5303,-18.73,-126.43,4.91,1277.5826
5304,72.18,149.18,4.83,2237.8486
5305,41.55,63.66,6.45,1879.5302
5306,-15.57,-127.57,6.47,1156.1412
5307,57.87,-162.99,6.43,1388.1875
5308,7.28,-134.98,5.56,811.2455
5309,34.93,-145.54,6.34,1725.9491
5310,71.95,125.64,6.11,2280.7803
5311,6.35,-134.73,6.11,973.36334
5312,32.21,-144.34,5.08,1194.5707
5313,58.61,-164.43,5.01,1379.6708
5314,32.77,-144.74,6.24,1227.4011
5315,47.7,-153.51,4.19,1540.9188
5316,3.96,-134.13,5.07,1333.1852
5317,55.74,-161.52,5.91,1653.5592
5318,18.4,-139.14,5.61,1338.855
5319,7.33,-135.33,6.39,847.26294
5320,-5.1,-131.26,5.75,1071.3392
5321,38.78,62.33,4.82,1456.2588
5322,51.32,-157.22,6.36,1294.3013
5323,66.03,179.22,5.54,1778.0571
5324,30.14,-144.02,6.08,1602.2552
5325,15.36,-138.2,6.31,1064.758
5326,1.21,-133.42,6.39,1022.3187
5327,-20.53,-125.94,6.42,969.07434
5328,60.92,83.54,6.69,785.76215
5329,60.91,83.54,4.54,736.75757
5330,64.0,-176.0,5.29,1763.7523
5331,58.96,-166.51,6.45,1642.4216
5332,40.31,-149.44,5.43,1265.0115
5333,70.38,158.05,6.39,1795.4523
5334,46.09,67.12,5.24,1937.6132
5335,67.73,101.48,6.24,1658.545
5336,-17.95,-126.93,5.06,1276.1484
5337,26.36,-142.67,6.55,1791.7917
5338,51.07,-157.75,4.08,1213.7587
5339,-21.31,-125.68,4.32,865.7595
5340,69.11,164.86,-0.04,1346.5005
5341,50.49,-157.36,6.44,1226.8796
5342,53.39,-160.32,6.15,1621.2772
5343,68.9,165.51,5.98,1364.3918
5344,39.8,-149.69,6.22,1255.4468
5345,60.16,83.0,6.58,723.3098
5346,69.32,162.3,6.25,1453.6484
5347,68.33,106.06,6.38,1262.1079
5348,26.22,-143.14,6.54,1842.1558
5349,-0.2,-133.35,5.23,1316.3932
5350,60.96,84.77,4.75,734.1056
5351,64.67,93.03,4.18,1843.5563
5352,66.76,173.39,5.8,1725.5131
5353,49.49,-157.18,6.47,1209.855
5354,14.14,-138.48,3.55,827.4191
5355,39.52,-150.06,5.9,1355.3611
5356,33.01,-146.53,5.87,1273.5911
5357,22.62,-141.83,5.94,1596.009
5358,4.38,-135.05,4.33,1316.3342
5359,44.25,-153.4,4.52,1857.638
5360,60.88,85.13,6.2,763.5862
5361,69.76,117.27,4.81,1782.8524
5362,16.91,-139.69,5.56,1269.0077
5363,63.2,90.17,6.32,1790.9607
5364,14.88,-139.01,4.77,878.62256
5365,65.08,177.24,5.41,1761.6719
5366,53.74,-162.25,5.14,1529.7968
5367,21.71,-141.72,4.05,1498.4912
5368,55.88,-164.97,6.19,1446.2632
5369,68.36,109.02,6.86,1206.8413
5370,66.86,170.41,4.86,1720.4221
5371,2.33,-134.64,4.92,1226.2554
5372,58.02,80.95,6.53,1658.2694
5373,68.19,109.15,6.33,1140.8079
5374,70.32,132.16,6.44,1804.7246
5375,11.83,-138.2,6.09,1606.9631
5376,24.46,-143.33,5.56,1561.169
5377,9.5,-137.43,6.02,1407.3525
5378,20.02,-141.57,4.42,1127.0803
5379,-6.89,-131.48,5.61,1085.887
5380,7.22,-136.64,6.0,1171.0148
5381,30.87,-146.6,4.77,1387.925
5382,-5.02,-132.26,6.36,1051.9896
5383,45.2,-155.82,6.21,1628.7944
5384,56.02,-167.17,6.27,1551.8038
5385,61.33,-176.56,6.86,837.2672
5386,61.33,-176.56,5.12,837.2672
5387,69.39,146.86,6.22,1999.6875
5388,61.08,-176.48,5.95,837.8079
5389,-14.95,-128.6,6.07,1168.3291
5390,33.4,-148.45,5.32,1517.7625
