HR,Name,DM,HD,SAO,FK5,IFflag,r_IFflag,Multiple,ADS,ADScomp,VarID,RAh1900,RAm1900,RAs19000,DE-1900,DEd1900,DEm1900,DEs1900,RAh,RAm,RAs,DE-,DEd,DEm,DEs,GLON,GLAT,Vmag,n_Vmag,u_Vmag,B-V,u_B-V,U-B,u_U-B,R-I,n_R-I,SpType,n_SpType,pmRA,pmDE,n_Parallax,Parallax,RadVel,n_RadVel,l_RotVel,RotVel,u_RotVel,Dmag,Sep,MultID,MultCnt,NoteFlag
415,,BD+33  234,8774,54705,,,,,,,,01,21,25.1,+,33,51,29,01,27,06.2,+,34,22,39,131.25,-27.92,6.27,,,+0.46,,+0.02,,,,F7IVb vs,,+0.154,-0.011,,,+015,,,23,,,,,,*
416,,BD-01  189,8779,129300,,,,,,,,01,21,20.2,-,00,55,07,01,26,27.3,-,00,23,55,141.83,-61.98,6.41,,,+1.24,,+1.27,,,,K0IV,,+0.044,-0.001,,+.023,-006,V,,,,,,,,
417,48Ome And,BD+44  307,8799,37228,1040,,,,1152,,,01,21,40.1,+,44,53,26,01,27,39.4,+,45,24,24,129.56,-17.00,4.83,,,+0.42,,0.00,,+0.23,,F5IV,,+0.351,-0.107,,+.030,+011,,,69,,6.6,119.0,AC,4,*
418,,BD+40  289,8801,37227,,,,,1151,,,01,21,37.5,+,40,34,52,01,27,26.6,+,41,06,02,130.20,-21.26,6.46,,,+0.27,,+0.03,,+0.16,,A7m,,+0.003,-0.001,,,+001,,,70,,5.9,15.3,,,*
419,,BD+02  211,8803,109895,,,,,1148,,,01,21,43.4,+,03,00,59,01,26,53.5,+,03,32,07,139.88,-58.16,6.58,,,-0.04,,-0.19,,,,B9V+A8V,,+0.004,-0.035,,-.016,+015,V,,210,,2.5,6.0,,,*
420,,CP-65  130,8810,248381,1038,,,,,,,01,21,37.8,-,64,53,22,01,25,05.3,-,64,22,10,296.98,-52.37,5.93,,,+1.56,,+1.92,,,,K5III,,+0.023,-0.019,,,+023,,,,,,,,,
421,47    Cet,BD-13  262,8829,147812,1041,,,,,,512,01,21,55.5,-,13,34,35,01,26,51.6,-,13,03,24,155.16,-73.67,5.66,,,+0.35,,+0.02,,,,F0IIIDel Del,,+0.016,+0.009,,,+010,,,,,,,,,
422,,BD+39  334,8837,37234,,,,,,,,01,21,58.8,+,39,49,01,01,27,47.0,+,40,20,08,130.39,-22.01,6.60,,,-0.04,,-0.17,,,,A0III,,+0.015,-0.019,,,-001,V?,,135,,,,,,*
423,,CD-33  525,8879,193122,,I,,W,,,R Scl,01,22,21.9,-,33,03,42,01,26,58.1,-,32,32,35,250.18,-80.59,5.79,,,+3.86,,+7.4,,+1.38,,C6II,,-0.011,-0.031,,,-008,,,,,11.9,10.0,,,*
424,1Alp UMi,BD+88    8,8890,308,907,,,,1477,,Alp UMi,01,22,33.7,+,88,46,26,02,31,48.7,+,89,15,51,123.28,26.46,2.02,,,+0.60,,+0.38,,+0.31,,F7:Ib-II,v,+0.038,-0.015,,+.007,-017,SBO,,17,,6.8,18.4,AB,5,*
425,,BD-11  272,8921,147819,,,,,1162,,,01,22,47.5,-,11,25,15,01,27,46.6,-,10,54,06,152.44,-71.66,6.13,,,+1.32,,+1.36,,,,K4III-IV,,+0.180,+0.019,,,+004,,,,,3.7,1.5,,,
426,,BD+07  213,8949,109907,,,,W,,,519,01,23,08.2,+,07,26,36,01,28,22.9,+,07,57,41,138.54,-53.79,6.20,,,+1.12,,+1.08,,,,K1III,,+0.112,-0.003,,,+002,,,,,2.1,69.0,,,*
427,38    Cas,BD+69  102,9021,4422,1042,,,,,,,01,23,46.8,+,69,45,00,01,31,13.8,+,70,15,53,126.30,7.65,5.81,,,+0.47,,-0.11,,,,F6V,,+0.137,-0.077,,+.039,+005,SBO,,,,,,,,*
428,,BD+65  175,9030,11788,,,,,,,,01,23,52.7,+,65,34,54,01,30,52.3,+,66,05,53,126.92,3.53,6.14,,,+0.08,,+0.05,,,,A2V s,,+0.084,-0.010,,-.001,+009,SB,,75,,,,,,*
429,Gam Phe,CD-43  449,9053,215516,49,I,:,,,,Gam Phe,01,24,01.4,-,43,49,50,01,28,21.9,-,43,19,06,280.52,-72.17,3.41,,,+1.57,,+1.85,,+0.98,,M0-IIIa,,-0.014,-0.209,,+.000,+026,SB1O,,,,,,,,*
430,49    And,BD+46  370,9057,37275,,I,,,,,,01,24,06.0,+,46,29,29,01,30,06.2,+,47,00,26,129.75,-15.35,5.27,,,+1.00,,+0.82,,,,K0III,,+0.008,-0.044,,+.015,-011,,<,19,:,,,,,
431,,CD-34  576,9065,193136,,,,,,,WZ Scl,01,24,09.6,-,34,16,51,01,28,43.3,-,33,45,49,254.77,-79.59,6.58,,,+0.30,,+0.07,,,,F0IV,,-0.055,-0.025,,,-005,,,,,,,,,*
432,97    Psc,BD+17  210,9100,92463,,,,,,,VX Psc,01,24,28.8,+,17,50,19,01,29,52.9,+,18,21,20,135.56,-43.57,6.02,,,+0.14,,+0.14,,,,A4IV,,+0.063,-0.003,,,+004,,,108,,,,,,*
433,48    Cet,BD-22  254,9132,167086,1043,,,,1184,,,01,24,48.3,-,22,08,48,01,29,36.1,-,21,37,46,182.65,-79.72,5.12,,,+0.02,,+0.04,,,,A1V,,+0.056,+0.006,,+.028,+001,V,,,,7.5,22.0,,,
434,98Mu  Psc,BD+05  194,9138,109926,2099,I,,W,,,,01,24,56.6,+,05,37,42,01,30,11.1,+,06,08,38,140.07,-55.43,4.84,,,+1.37,,+1.54,,+0.74,,K4III,,+0.294,-0.048,,+.018,+034,V,<,17,,5.6,182.5,AB,3,*
435,,CD-47  440,9184,215525,,,,,,,AW Phe,01,25,16.5,-,47,16,25,01,29,30.4,-,46,45,23,284.52,-68.99,6.31,,,+1.66,,+1.87,,+1.39,,M2III,,-0.012,+0.013,,,+018,,,,,,,,,*
436,,CD-26  502,9228,167093,,I,,,1193,,,01,25,40.1,-,26,43,27,01,30,22.9,-,26,12,28,209.10,-81.25,5.93,,,+1.34,,+1.41,,,,K4III,,+0.045,+0.002,,,-001,,,,,5.0,2.9,,,*
437,99Eta Psc,BD+14  231,9270,92484,50,I,,,1199,,532,01,26,07.8,+,14,49,49,01,31,29.0,+,15,20,45,137.01,-46.43,3.62,,,+0.97,,+0.75,,+0.50,,G7IIIa,,+0.028,-0.006,,+.015,+015,V,<,19,:,3.6,0.8,,,*
438,,BD+34  265,9298,54762,2100,,,,,,,01,26,25.3,+,34,17,06,01,32,07.6,+,34,48,00,132.33,-27.33,6.39,,,-0.12,,-0.42,,,,B7IIIpHgMn,,-0.008,-0.002,,,-001,,,60,,,,,,
439,,BD+57  320,9352,22389,,I,,S,,,,01,26,56.0,+,57,48,48,01,33,25.8,+,58,19,39,128.44,-04.09,5.70,,,+1.52,,+1.15,,,,K0Ib+B9V,,+0.011,+0.002,,,-001,,=<,50,,,,,,*
440,Del Phe,CD-49  425,9362,215536,1044,,,,,,,01,27,05.3,-,49,35,32,01,31,15.1,-,49,04,22,286.27,-66.75,3.95,,,+0.99,,+0.70,,+0.51,,K0III,,+0.142,+0.151,,+.031,-007,,,,,,,,,
441,,CD-30  506,9377,193163,,,,,,,,01,27,05.8,-,30,47,47,01,31,43.3,-,30,17,00,234.96,-80.63,5.82,,,+1.08,,,,,,K0III,,+0.009,-0.067,,,+003,V?,,,,,,,,
442,39Chi Cas,BD+58  260,9408,22397,,I,,,,,,01,27,23.4,+,58,43,08,01,33,55.9,+,59,13,55,128.35,-03.19,4.71,,,+1.00,,+0.76,,+0.53,,G9IIIb,,-0.037,-0.021,,+.021,+006,,<,19,:,,,,,
443,,CD-46  420,9414,215539,,,,I,,,,01,27,24.1,-,46,05,26,01,31,39.1,-,45,34,32,282.11,-69.89,6.17,,,+0.06,,+0.09,,+0.03,,A2V,,0.000,+0.006,,,+008,,,,,4.2,1.4,,,*
444,,BD-09  298,9484,129363,,,,,,,Var,01,28,04.3,-,09,31,44,01,33,03.5,-,09,00,53,153.38,-69.39,6.59,,,-0.04,,-0.10,,,,A0III,,+0.029,+0.003,,,+010,V?,,,,,,,,*
445,,CD-37  589,9525,193173,2101,,,,,,,01,28,27.6,-,37,22,43,01,32,56.0,-,36,51,55,263.48,-76.89,5.51,,,+1.02,,,,,,K0III,,+0.002,-0.023,,+.007,+013,V?,,,,,,,,
446,,BD+36  277,9531,54788,,,,,,,KK And,01,28,30.0,+,36,43,28,01,34,16.6,+,37,14,14,132.32,-24.85,5.88,,,-0.07,,-0.30,,,,B9IV,,+0.009,-0.015,,+.018,-004,V,,175,,,,,,*
447,,CD-50  411,9544,215547,,,,,,,,01,28,30.5,-,50,14,22,01,32,36.3,-,49,43,40,286.40,-66.06,6.28,,,+0.46,,,,,,F4V,,-0.030,-0.077,,,+002,,,,,,,,,
448,,BD-07  256,9562,129371,,,,,,,,01,28,40.9,-,07,32,11,01,33,42.9,-,07,01,31,151.37,-67.53,5.76,,,+0.64,,+0.21,,,,G2IV,,+0.180,-0.081,,,-015,V?,=<,10,,,,,,
449,,BD+73   81,9612,4448,,,,,,,,01,29,09.4,+,73,47,23,01,37,22.5,+,74,18,03,126.09,11.71,6.58,,,+0.03,,-0.16,,,,B9Ve,,+0.027,-0.009,,,-008,V?,,,,,,,,
450,,BD+17  224,9640,92520,,I,,,,,,01,29,24.3,+,17,57,00,01,34,49.1,+,18,27,38,137.11,-43.21,5.89,,,+1.52,,+1.80,,,,M2IIIab,,+0.033,-0.069,,,-026,,,,,,,,,
451,49    Cet,BD-16  265,9672,147886,,,,,,,,01,29,44.6,-,16,11,19,01,34,37.8,-,15,40,34,166.32,-74.78,5.63,,,+0.07,,+0.05,,,,A3V,,+0.096,+0.003,,,+009,V?,,,,,,,,
452,,BD+40  328,9712,37344,,,,,,,,01,29,58.4,+,40,33,53,01,35,52.5,+,41,04,35,131.88,-21.02,6.38,,,+1.11,,+1.00,,,,K1III,,+0.139,-0.002,,,+065,,,,,,,,,
453,,CD-32  613,9742,193188,,,,,,,,01,30,16.9,-,32,24,12,01,34,50.7,-,31,53,32,242.30,-79.43,6.12,,,+1.11,,,,,,K0-1III,,-0.077,-0.036,,,-011,,,,,,,,,
454,,BD+47  460,9746,37351,,,,,,,OP And,01,30,20.2,+,48,12,43,01,36,27.2,+,48,43,22,130.54,-13.48,5.92,,,+1.21,,,,,,gK1,,-0.012,-0.017,,,-043,V,,,,,,,,*
455,101    Psc,BD+13  240,9766,92530,,,,,,,559,01,30,25.5,+,14,09,01,01,35,46.4,+,14,39,41,138.71,-46.85,6.22,,,-0.04,,-0.21,,,,B9.5III,,+0.004,-0.011,,,-016,V,,220,,,,,,
456,40    Cas,BD+72   86,9774,4453,51,,,,1268,,567,01,30,30.9,+,72,31,49,01,38,30.9,+,73,02,24,126.40,10.49,5.28,,,+0.96,,+0.72,,,,G8III,,-0.013,-0.015,,+.017,-005,V,<,19,:,6.4,53.3,,,
457,,BD+16  176,9780,92531,,,,,,,,01,30,30.0,+,16,55,19,01,35,54.8,+,17,26,01,137.79,-44.15,5.80,R,,,,,,,,F0IV,,+0.152,+0.010,,,+003,SB,,97,,,,,,
458,50Ups And,BD+40  332,9826,37362,1045,I,,W,,,,01,30,55.5,+,40,54,19,01,36,47.8,+,41,24,20,132.00,-20.66,4.09,,,+0.54,,+0.06,,+0.29,,F8V,,-0.171,-0.382,,+.062,-028,SBO,,8,,8.4,114.0,AB,3,*
459,50    Cet,BD-16  270,9856,147901,2104,I,,,,,,01,31,06.3,-,15,54,42,01,35,59.0,-,15,24,01,166.61,-74.36,5.42,,,+1.21,,+1.20,,,,K2IIIaBa0.2CN1,,+0.023,+0.011,,,+024,V,<,19,:,,,,,
460,,CP-58  123,9896,232470,,,,,,,561,01,31,30.3,-,58,39,00,01,35,15.2,-,58,08,22,292.01,-58.05,6.01,,,+0.38,,,,,,F2V,,+0.277,-0.035,,+.011,+001,?,,,,,,,,*
461,,BD+57  349,9900,22456,2108,I,,,,,,01,31,35.0,+,57,28,05,01,38,07.6,+,57,58,39,129.11,-04.33,5.56,,,+1.38,,+1.43,,+0.71,,G5II,,+0.007,-0.006,,,-008,V?,,,,,,,,*
462,Tau Scl,CD-30  540,9906,193201,,,,W,,,,01,31,31.2,-,30,25,10,01,36,08.4,-,29,54,27,231.37,-79.80,5.69,,,+0.33,,,,,,F2V,,+0.100,+0.040,D,+.025,+005,,,63,,1.1,0.9,,,*
463,102Pi  Psc,BD+11  205,9919,92536,1046,,,,,,,01,31,47.7,+,11,37,49,01,37,05.9,+,12,08,30,140.16,-49.20,5.57,,,+0.35,,-0.02,,+0.21,,F0V,,-0.066,+0.043,,,-001,V,,96,,,,,,
464,51    And,BD+47  467,9927,37375,52,I,,,,,,01,31,51.0,+,48,07,18,01,37,59.6,+,48,37,42,130.81,-13.53,3.57,,,+1.28,,+1.45,,+0.65,,K3-III,,+0.065,-0.113,,+.021,+016,V,<,17,,,,,,*
465,,BD+44  341,9996,37393,,,,,,,GY And,01,32,30.2,+,44,53,26,01,38,31.7,+,45,24,00,131.53,-16.68,6.36,,,+0.04,,-0.10,,,,B9pCrEu,v,-0.034,+0.014,,,+003,SB1O,,19,,,,,,*
466,,BD-10  343,10009,129412,2109,,,W,,,,01,32,37.7,-,09,54,58,01,37,37.7,-,09,24,14,156.70,-69.19,6.24,,,+0.53,,0.00,,,,F7V,,+0.259,+0.093,,+.024,+048,V?,,,,0.4,0.2,,,*
467,,CP-79   40,10042,255794,53,,,W,,,,01,32,59.1,-,79,00,45,01,33,39.2,-,78,30,17,300.26,-38.41,6.11,,,+0.97,,+0.70,,,,K0III,,-0.034,-0.136,,,-001,,,,,7.4,50.1,,,*
468,,CP-58  126,10052,232477,,,,,,,,01,33,04.9,-,58,46,51,01,36,44.8,-,58,16,15,291.74,-57.86,6.18,,,+1.61,,+1.89,,,,M3III,,+0.022,+0.003,,,-002,,,,,,,,,
469,52Chi And,BD+43  343,10072,37406,2112,I,,,,,,01,33,20.9,+,43,52,39,01,39,21.0,+,44,23,10,131.89,-17.65,4.98,,,+0.89,,+0.55,,,,G8III,,-0.022,+0.012,,+.009,+007,SB,<,17,,,,,,
470,,BD+53  363,10110,22493,,I,,,,,,01,33,51.4,+,53,21,39,01,40,13.1,+,53,52,06,130.16,-08.32,6.39,,,+1.61,,+1.98,,,,K5III,,-0.011,-0.002,,,-062,,,,,,,,,
471,,CD-37  620,10142,193224,,,,,,,,01,34,00.9,-,37,02,00,01,38,27.4,-,36,31,42,259.18,-76.31,5.94,,,+1.05,,+0.90,,+0.37,E,K0IV,,-0.018,-0.128,,,+030,,,,,,,,,*
472,Alp Eri,CP-57  334,10144,232481,54,,,,,,Var,01,33,59.4,-,57,44,41,01,37,42.9,-,57,14,12,290.84,-58.79,0.46,,,-0.16,,-0.66,,-0.11,,B3Vpe,v,+0.095,-0.035,,+.026,+016,V,,251,,,,,,*
473,,BD-22  272,10148,167198,2113,,,,,,,01,34,05.0,-,21,47,05,01,38,51.8,-,21,16,31,187.04,-77.72,5.58,,,+0.34,,,,,,A4n,,+0.131,+0.036,,,+014,V,,,,,,,,
474,,CD-25  670,10161,167199,,,,,1298,,,01,34,08.4,-,25,31,50,01,38,50.0,-,25,01,19,204.39,-79.16,6.70,,,-0.08,,-0.17,,,,B9Vn,,+0.001,+0.011,,,+015,V,,,,6.2,20.3,,,
475,105    Psc,BD+15  245,10164,92558,,,,,,,,01,34,16.9,+,15,53,55,01,39,40.8,+,16,24,21,139.37,-44.92,5.97,,,+1.12,,,,,,K2III,,+0.077,-0.015,,,+017,V,,,,,,,,
476,,BD+42  345,10204,37419,,,,,,,,01,34,39.7,+,42,47,30,01,40,39.8,+,43,17,52,132.35,-18.67,5.61,,,+0.21,,+0.14,,,,sgA9,,+0.127,-0.037,,,+017,V,,82,,,,,,*
477,53Tau And,BD+39  378,10205,37418,,,,,1311,,584,01,34,40.4,+,40,04,14,01,40,34.8,+,40,34,37,132.92,-21.34,4.94,,,-0.09,,-0.41,,-0.07,,B8III,,+0.013,-0.025,,,-014,SB,,91,,5.9,52.3,,,*
478,43    Cas,BD+67  149,10221,11919,55,,,,,,V557 Cas,01,34,55.6,+,67,32,14,01,42,20.5,+,68,02,35,127.68,5.64,5.59,,,-0.07,,-0.23,,,,A0pSiSr,,+0.052,-0.009,,,+005,,,28,,,,,,*
479,,CP-54  358,10241,232483,,,,W,,,,01,34,55.7,-,53,56,44,01,38,48.2,-,53,26,20,287.70,-62.27,6.84,,,+0.44,,+0.11,,,,F5IV-V,,-0.027,-0.046,,,-003,,,,,1.3,10.4,,,*
480,42    Cas,BD+69  114,10250,4470,,,,,,,590,01,35,10.0,+,70,07,02,01,42,55.9,+,70,37,21,127.21,8.18,5.18,,,-0.04,,,,,,B9V,,+0.077,-0.013,,+.004,+006,SB,,117,,,,,,*
481,,BD+60  308,10260,11920,,,,,,,,01,35,15.7,+,60,31,57,01,42,03.0,+,61,02,18,129.02,-01.23,6.71,,,-0.03,,-0.41,,,,B8IIIpSi,,+0.015,-0.007,,,-013,V,,,,,,,,*
482,,BD+57  370,10293,22520,,,,,1334,,,01,35,39.3,+,58,07,20,01,42,17.8,+,58,37,40,129.52,-03.59,6.37,,,-0.02,,-0.45,,,,B8III,,+0.019,-0.010,,,-004,V?,,35,,2.4,20.1,AB,3,*
483,,BD+41  328,10307,37434,,,,A,,,,01,35,41.6,+,42,06,42,01,41,47.2,+,42,36,49,132.70,-19.30,4.95,,,+0.62,,+0.12,,+0.33,,G1.5V,,+0.809,-0.154,,+.081,+004,V?,,2,,,0.1,,,*
484,,BD+25  276,10308,74870,2115,,,,1326,,,01,35,43.5,+,25,14,27,01,41,18.4,+,25,44,45,136.80,-35.78,6.17,,,+0.44,,0.00,,,,F2III,,+0.118,-0.040,,+.023,+005,SB2O,,12,,4.4,10.6,AB,3,*
485,,BD+29  286,10348,74872,,,,,,,,01,35,59.9,+,29,32,30,01,41,39.2,+,30,02,50,135.69,-31.58,5.99,,,+1.01,,+0.84,,+0.46,,K0III,,-0.015,-0.006,,,+005,,,,,,,,,*
486,,CP-56  329,10360,232492,,,,W,,B,,01,35,59.9,-,56,42,15,01,39,47.4,-,56,11,53,289.60,-59.66,5.87,,,+0.90,,+0.59,,,,K0V,,+0.310,-0.020,,+.152,+023,SB,,,,0.1,10.8,,,*
487,,CP-56  329,10361,232490,,,,W,,A,,01,36,00.5,-,56,42,08,01,39,47.8,-,56,11,41,289.60,-59.66,5.76,,,+0.87,,+0.53,,+0.48,,K5V,,+0.279,+0.020,,+.152,+020,,,,,0.1,10.8,,,*
488,,BD+60  312,10362,11931,,,,,,,,01,36,08.7,+,60,54,59,01,42,58.4,+,61,25,18,129.06,-00.84,6.34,,,+0.01,,-0.45,,,,B7II,,+0.004,+0.011,,,-005,,,,,,,,,*
489,106Nu  Psc,BD+04  293,10380,110065,56,I,,,,,,01,36,13.5,+,04,58,54,01,41,25.9,+,05,29,15,145.12,-55.22,4.44,,,+1.36,,+1.57,,+0.71,,K3IIIbBa0.1,,-0.021,+0.002,,+.041,+000,,<,19,:,,,,,
490,,BD+34  297,10390,54912,1047,,,,,,,01,36,16.5,+,34,44,27,01,42,03.5,+,35,14,44,134.46,-26.49,5.64,,,-0.07,,-0.20,,,,B9IV-V,,+0.049,-0.028,,,-002,V,,70,,,,,,
491,44    Cas,BD+59  307,10425,11941,,,,,1344,,,01,36,33.2,+,60,02,49,01,43,19.7,+,60,33,04,129.27,-01.68,5.78,,,-0.02,,-0.32,,,,B8IIIn,,+0.008,-0.020,,,-033,SB,,130,:,5.1,66.0,AC,4,*
492,,BD-12  315,10453,147962,,,,,1339,,,01,36,48.6,-,11,49,07,01,41,44.7,-,11,19,29,162.14,-70.26,5.75,,,+0.44,,-0.01,,,,F5V+F7V,,+0.043,-0.412,,+.035,-010,V,,,,1.1,1.8,,,*
493,107    Psc,BD+19  279,10476,74883,,,,W,,,600,01,37,03.9,+,19,46,57,01,42,29.8,+,20,16,07,138.88,-41.01,5.24,,,+0.84,,+0.49,,+0.43,,K1V,,-0.296,-0.672,,+.119,-034,V?,<,19,:,6.4,19.0,AB,3,
494,,CD-38  584,10481,193255,,,,,,,,01,37,03.9,-,38,38,24,01,41,27.3,-,38,07,59,262.44,-74.80,6.17,,,+0.42,,+0.04,,,,F2V,,+0.050,+0.052,,,+011,,,,,,,,,
495,,BD+44  354,10486,37460,,,,,,,,01,37,11.0,+,44,49,05,01,43,16.5,+,45,19,20,132.40,-16.59,6.34,,,+1.01,,+0.92,,+0.48,,K2IV,,+0.146,-0.017,,,+012,,,,,,,,,*
496,Phi Per,BD+49  444,10516,22554,57,I,,,,,Phi Per,01,37,23.3,+,50,11,06,01,43,39.6,+,50,41,19,131.32,-11.33,4.07,,,-0.04,,-0.93,,+0.02,,B2Vep,,+0.026,-0.014,,+.025,+001,SB2O,,450,,,,,,*
497,Pi  Scl,CD-32  666,10537,193263,1048,I,,,,,,01,37,37.8,-,32,49,52,01,42,08.6,-,32,19,37,241.27,-77.84,5.25,,,+1.05,,+0.79,,+0.54,,K0III,,-0.065,-0.025,,-.005,+010,V?,,,,,,,,*
498,,CD-37  650,10538,193261,58,,,,,,,01,37,38.5,-,37,20,12,01,42,03.0,-,36,49,57,258.27,-75.56,5.72,,,-0.01,,,,-0.01,,A1V,,-0.028,-0.021,,,+017,V,,,,,,,,
499,,BD+56  330,10543,22566,,,,,1359,,,01,37,41.3,+,57,02,02,01,44,17.9,+,57,32,11,130.00,-04.61,6.21,,,+0.10,,+0.03,,,,A3V,,+0.039,-0.040,,-.003,+005,,,70,,1.4,1.2,,,*
500,,BD-04  260,10550,129465,1049,I,,,,,,01,37,40.1,-,04,11,38,01,42,43.5,-,03,41,25,152.75,-63.55,4.99,,,+1.38,,+1.58,,,,K3II-III,,-0.007,-0.032,,+.009,-034,,<,19,:,,,,,
501,,CD-50  461,10553,232497,,,,,,,,01,37,41.8,-,50,32,36,01,41,41.1,-,50,02,20,283.51,-65.15,6.64,,,+0.12,,+0.12,,+0.07,C,A3V,,-0.023,-0.020,,,-007,V?,,,,,,,,
502,,BD+56  334,10587,22578,,,,,,,,01,38,10.9,+,56,35,10,01,44,46.1,+,57,05,21,130.16,-05.03,6.25,,,+0.04,,+0.06,,,,A2V,,+0.014,-0.004,,,+005,,,170,,,,,,
503,,BD+31  301,10588,54939,,,,,,,Var?,01,38,07.2,+,31,41,18,01,43,50.0,+,32,11,30,135.65,-29.38,6.34,R,,,,,,,,G8III-IV,,-0.022,-0.007,,,-005,SBO,,,,,,,,*
504,,BD+45  432,10597,37475,,I,,,,,,01,38,20.2,+,45,38,15,01,44,26.5,+,46,08,23,132.43,-15.75,6.35,R,,,,,,,,K5III,,-0.009,-0.028,,,-019,,,,,,,,,
505,,CP-61  130,10615,248421,2116,,,,,,,01,38,22.5,-,61,17,34,01,41,48.0,-,60,47,22,292.17,-55.27,5.71,,,+1.27,,,,,,K2-3III,,+0.015,-0.041,,,+002,,,,,,,,,
506,,CP-54  365,10647,232501,,,,,,,,01,38,38.1,-,54,14,32,01,42,29.3,-,53,44,26,286.90,-61.77,5.52,,,+0.53,,0.00,,,,F9V,,+0.171,-0.093,,,+013,,,,,,,,,
507,,BD-05  309,10658,129477,,I,,,,,,01,38,52.6,-,05,16,04,01,43,54.8,-,04,45,56,154.47,-64.37,6.19,,,+1.54,,+1.90,,,,K0,,-0.020,-0.032,,,+020,,,,,,,,,
508,109    Psc,BD+19  282,10697,92611,,I,,,,,,01,39,28.0,+,19,35,01,01,44,55.8,+,20,04,59,139.67,-41.04,6.27,,,+0.75,,+0.23,,,,G3Va,,-0.041,-0.109,,+.027,-044,V?,,,,,,,,
509,52Tau Cet,BD-16  295,10700,147986,59,I,,W,,,,01,39,25.3,-,16,27,51,01,44,04.1,-,15,56,15,173.19,-73.43,3.50,,,+0.72,,+0.21,,+0.47,,G8V,,-1.718,+0.856,,+.275,-016,V,,2,,9.5,89.8,,,
510,110Omi Psc,BD+08  273,10761,110110,60,I,,,,,615,01,40,06.7,+,08,39,16,01,45,23.6,+,09,09,28,144.61,-51.43,4.26,,,+0.96,,+0.71,,+0.48,,G8III,,+0.073,+0.048,,+.023,+014,,<,17,,,,,,*
511,,BD+63  238,10780,11983,,,,W,,,,01,40,30.5,+,63,21,32,01,47,44.8,+,63,51,08,129.08,1.66,5.63,,,+0.81,,+0.40,,+0.39,,K0V,,+0.582,-0.255,,+.107,+003,V?,,,,3.1,91.1,,,*
512,,CP-83   27,10800,258271,,I,',,,,,01,40,33.8,-,83,29,02,01,37,55.6,-,82,58,30,301.23,-34.00,5.87,,,+0.61,,+0.10,,,,G2V,,+0.119,+0.120,,,-005,V,,,,,,,,
513,,BD-06  336,10824,129490,2117,I,,,,,,01,40,58.0,-,06,14,01,01,45,59.3,-,05,44,00,156.61,-64.97,5.34,,,+1.52,,+1.88,,,,K4III,,-0.007,-0.033,,,+011,V?,,,,,,,,
514,Eps Scl,CD-25  704,10830,167275,61,,,,1394,,,01,40,57.7,-,25,33,08,01,45,38.8,-,25,03,09,206.28,-77.66,5.31,,,+0.39,,+0.02,,,,F1V,,+0.162,-0.057,,+.037,+015,V,,86,,3.2,4.9,AB,4,*
515,,BD+16  196,10845,92622,,,,,,,VY Psc,01,41,09.5,+,16,54,43,01,46,35.3,+,17,24,47,141.20,-43.49,6.55,,,+0.25,,+0.17,,,,A9III,,+0.053,+0.011,,,-001,SB,,67,,,,,,*
516,Tau1Hyi,CP-79   44,10859,255806,,,,W,,,,01,41,17.5,-,79,39,08,01,41,21.3,-,79,08,54,299.99,-37.69,6.33,,,+0.94,,+0.69,,,,G6-8III,,+0.052,+0.009,,,+002,,,,,6.0,16.0,,,*
517,,CD-27  595,10863,167279,,,,,,,,01,41,23.5,-,27,50,54,01,46,01.0,-,27,20,57,217.10,-77.87,6.39,,,+0.36,,,,,,F2Vn,,+0.095,-0.052,,,+006,V,,,,,,,,
518,,BD+45  447,10874,37513,2119,,,,,,,01,41,39.5,+,45,43,54,01,47,48.0,+,46,13,47,133.00,-15.54,6.32,,,+0.43,,0.00,,,,F6V,,+0.014,-0.056,,,-003,,,27,,,,,,
519,,CD-51  419,10934,232519,,I,',,,,,01,42,10.7,-,51,18,58,01,46,05.8,-,50,48,59,282.92,-64.14,5.49,,,+1.60,,+1.95,,+1.27,,M3III,,+0.034,-0.024,,-.023,-002,,,,,,,,,
520,,CP-54  377,10939,232520,2118,,,,,,,01,42,17.5,-,54,01,26,01,46,06.3,-,53,31,19,285.68,-61.74,5.04,,,+0.04,,+0.05,,,,A1V,,+0.127,+0.056,,+.023,+010,,,56,,,,,,
521,,BD+37  372,10975,54991,,,,,,,,01,42,44.6,+,37,27,18,01,48,38.9,+,37,57,10,135.20,-23.55,5.94,,,+0.97,,+0.71,,,,K0III,,+0.112,-0.029,,,+037,V?,,,,,,,,
522,4    Ari,BD+16  203,10982,92637,1050,,,,,,,01,42,45.3,+,16,27,27,01,48,10.9,+,16,57,20,141.89,-43.82,5.84,,,-0.03,,-0.12,,,,B9.5V,,+0.053,-0.036,,,+010,SB,,22,,,,,,
523,,BD+31  316,11007,54994,2120,,,,,,,01,42,57.7,+,32,11,01,01,48,41.6,+,32,41,25,136.65,-28.66,5.79,,,+0.55,,-0.01,,,,F8V,,-0.167,+0.298,,+.038,-027,V,=<,6,,,,,,
524,,CD-42  633,11022,215650,,,,,,,,01,43,02.5,-,42,15,38,01,47,16.8,-,41,45,36,268.52,-71.43,6.18,,,+1.54,,+1.91,,,,K5-M0III,,+0.024,+0.042,,,-013,,,,,,,,,
