HR,Name,GLON,GLON_shifted,GLAT,Vmag
2170,,240.83,-60.83,-23.48,5.83
2171,Pi 1Col,249.26,-69.26,-25.76,6.12
2172,,161.29,18.71,15.63,6.3
2173,3    Gem,187.75,-7.75,1.77,5.75
2174,,205.81,-25.81,-8.28,5.73
2175,41    Aur,164.97,15.03,13.95,6.82
2176,41    Aur,164.97,15.03,13.95,6.09
2177,The Col,243.94,-63.94,-24.26,5.02
2178,,252.3,-72.3,-26.36,6.51
2179,,213.29,-33.29,-11.9,6.17
2180,,229.01,-49.01,-19,5.5
2181,Pi 2Col,249.16,-69.16,-25.51,5.5
2182,,224.88,-44.88,-17.24,6.35
2183,,221.53,-41.53,-15.74,5.56
2184,,192.26,-12.26,-0.37,6.33
2185,5    Gem,186.8,-6.8,2.76,5.8
2186,,229.43,-49.43,-18.95,5.71
2187,,251.57,-71.57,-25.92,6.27
2188,,162.82,17.18,15.3,6.04
2189,,179.58,0.42,6.84,5.78
2190,,189.08,-9.08,1.6,6.56
2191,,196.25,-16.25,-2.44,6.04
2192,,233.3,-53.3,-20.4,6.27
2193,68    Ori,190.92,-10.92,0.63,5.75
2194,Eta1Dor,275.8,-95.8,-29.19,5.71
2195,,214.41,-34.41,-12.05,6.15
2196,,271.36,-91.36,-28.89,5.05
2197,6    Gem,188.22,-8.22,2.19,6.39
2198,69    Ori,194.13,-14.13,-1.12,4.95
2199,70Xi  Ori,195.81,-15.81,-2.06,4.48
2200,,233.82,-53.82,-20.4,5.72
2201,40    Cam,154.43,25.57,19.01,5.35
2202,,212.58,-32.58,-10.95,6.18
2203,,247.37,-67.37,-24.63,5.58
2204,,257.28,-77.28,-26.9,6.49
2205,,214.32,-34.32,-11.77,5.05
2206,,233.21,-53.21,-20.02,6.09
2207,,192.07,-12.07,0.42,6.58
2208,,199.1,-19.1,-3.5,6.45
2209,,145.16,34.84,22.46,4.8
2210,,210.74,-30.74,-9.75,6.62
2211,,252.67,-72.67,-25.77,6.31
2212,Del Pic,263.3,-83.3,-27.68,4.81
2213,,224.88,-44.88,-16.35,6.52
2214,,192.85,-12.85,0.24,5.88
2215,1    Lyn,153.03,26.97,19.81,4.98
2216,7Eta Gem,188.85,-8.85,2.52,3.28
2217,,176.81,3.19,9.05,6.92
2218,,211.99,-31.99,-10.05,5.83
2219,44Kap Aur,182.72,-2.72,5.92,4.35
2220,71    Ori,191.8,-11.8,0.92,5.2
2221,Nu  Dor,279.01,-99.01,-29,5.06
2222,,196.49,-16.49,-1.55,5.91
2223,72    Ori,194.51,-14.51,-0.4,5.3
2224,,212.83,-32.83,-10.27,5.83
2225,,230.86,-50.86,-18.52,6.39
2226,,236.31,-56.31,-20.57,6.54
2227,5Gam Mon,214.4,-34.4,-10.98,3.98
2228,42    Aur,167.55,12.45,13.89,6.52
2229,73    Ori,197.71,-17.71,-2.04,5.33
2230,8    Gem,187.72,-7.72,3.5,6.08
2231,,203.42,-23.42,-5.13,6.07
2232,,205.02,-25.02,-5.94,6.64
2233,,209.27,-29.27,-8.21,5.65
2234,,213.24,-33.24,-10.23,5.99
2235,,193.71,-13.71,0.3,6.39
2236,,207.81,-27.81,-7.36,6.37
2237,,217,-37,-12.07,6.1
2238,2    Lyn,155.59,24.41,19.12,4.48
2239,43    Aur,167.66,12.34,13.97,6.38
2240,9    Gem,187.99,-7.99,3.53,6.25
2241,74    Ori,198.04,-18.04,-2.03,5.04
2242,,227.51,-47.51,-16.84,5.91
2243,,225.81,-45.81,-16.09,5.99
2244,,221.37,-41.37,-14.02,5.01
2245,Eta2Dor,275.31,-95.31,-28.65,5.01
2246,,207.94,-27.94,-7.3,6.63
2247,75    Ori,200.16,-20.16,-2.99,5.39
2248,,202.7,-22.7,-4.38,6.57
2249,,224.13,-44.13,-15.15,5.92
2250,,196.59,-16.59,-0.94,6.59
2251,,204.47,-24.47,-5.23,5.71
2252,,236.9,-56.9,-20.22,6.67
2253,,196.37,-16.37,-0.67,6.16
2254,,230.04,-50.04,-17.38,6.07
2255,6    Mon,218.79,-38.79,-12.33,6.75
2256,Kap Col,242.35,-62.35,-21.89,4.37
2257,4    Lyn,155.35,24.65,19.54,5.94
2258,,193.88,-13.88,0.92,6.32
2259,,201.14,-21.14,-3.07,6.24
2260,,224.48,-44.48,-14.89,5.14
2261,Alp Men,285.75,-105.75,-28.8,5.09
2262,,246.6,-66.6,-23.14,6
2263,,245.05,-65.05,-22.61,5.53
2264,45    Aur,161.14,18.86,17.33,5.36
2265,,244.56,-64.56,-22.43,5.87
2266,,227.52,-47.52,-16.05,5.52
2267,,217.7,-37.7,-11.47,5.36
2268,,222.91,-42.91,-13.9,6.06
2269,,196.36,-16.36,-0.12,5.69
2270,,216.99,-36.99,-11.05,6.22
2271,,228.51,-48.51,-16.27,5.81
2272,,183.28,-3.28,7.06,6.43
2273,7    Mon,216.36,-36.36,-10.59,5.27
2274,,268.17,-88.17,-27.47,6.43
2275,,211.97,-31.97,-8.34,4.9
2276,,199,-19,-1.32,6.54
2277,,193.76,-13.76,1.63,6.35
2278,,261.05,-81.05,-26.2,6.41
2279,,241.81,-61.81,-21.04,5.78
2280,,207.47,-27.47,-5.63,6.31
2281,,258.49,-78.49,-25.58,7.04
2282,1Zet CMa,237.52,-57.52,-19.43,3.02
2283,,282.28,-102.28,-28.49,6.64
2284,,220.17,-40.17,-11.94,5.64
2285,,144.14,35.86,23.58,5.97
2286,13Mu  Gem,189.72,-9.72,4.17,2.88
2287,,198.48,-18.48,-0.56,6
2288,,241.63,-61.63,-20.78,5.53
2289,46Psi1Aur,165.35,14.65,16.17,4.91
2290,,256.8,-76.8,-25.01,6.6
2291,,158.63,21.37,19,5.64
2292,,206.36,-26.36,-4.52,6.4
2293,5    Lyn,156.53,23.47,19.78,5.21
2294,2Bet CMa,226.06,-46.06,-14.27,1.98
2295,,213.93,-33.93,-8.37,6.67
2296,Del Col,241.03,-61.03,-20.24,3.85
2297,,183.5,-3.5,7.85,6.71
2298,8Eps Mon,205.68,-25.68,-4.03,4.44
2299,,205.67,-25.67,-4.03,6.72
2300,,201.9,-21.9,-1.97,6.26
2301,,218.67,-38.67,-10.63,6.19
2302,,195.66,-15.66,1.56,6.33
2303,,223.47,-43.47,-12.83,6.24
2304,,189.28,-9.28,5.07,6.06
2305,,220.25,-40.25,-11.22,5.22
2306,,227.89,-47.89,-14.78,6.6
2307,,239.47,-59.47,-19.45,6.34
2308,,196.91,-16.91,1.06,6.24
2309,,221.58,-41.58,-11.8,6.12
2310,,203.63,-23.63,-2.55,5.98
2311,,233.44,-53.44,-17.04,5.63
2312,,208.6,-28.6,-5.12,6.66
2313,,210.78,-30.78,-6.25,5.87
2314,,167.36,12.64,15.89,6.56
2315,,207.97,-27.97,-4.66,6.51
2316,,244.46,-64.46,-20.96,5.62
2317,,213.48,-33.48,-7.48,6.35
2318,,236.62,-56.62,-18.07,6.39
2319,,181.17,-1.17,9.64,6.43
2320,Nu  Pic,265.18,-85.18,-26.16,5.61
2321,,217.13,-37.13,-9.23,6.4
2322,,260.64,-80.64,-25.23,5.98
2323,,248.16,-68.16,-21.95,6.31
2324,,211.45,-31.45,-6.2,5.87
2325,,214.21,-34.21,-7.62,6.15
2326,Alp Car,261.21,-81.21,-25.29,-0.72
2327,,209.38,-29.38,-5.05,6.71
2328,,216.86,-36.86,-8.89,6.27
2329,,242.91,-62.91,-20.13,6.25
2330,16    Gem,192.06,-12.06,4.26,6.22
2331,6    Lyn,156.97,23.03,20.19,5.88
2332,48    Aur,183.15,-3.15,8.92,5.55
2333,,207.59,-27.59,-4.02,5.55
2334,,209.9,-29.9,-5.25,5.2
2335,,210.41,-30.41,-5.5,5.55
2336,,267.59,-87.59,-26.42,6.48
2337,,273.28,-93.28,-27.23,6.27
2338,47    Aur,168.2,11.8,15.95,5.9
2339,,186.37,-6.37,7.41,6.47
2340,,195.9,-15.9,2.41,6.23
2341,,261.36,-81.36,-25.19,6.51
2342,,201.14,-21.14,-0.38,6.15
2343,18Nu  Gem,192.42,-12.42,4.35,4.15
2344,10    Mon,214.52,-34.52,-7.39,5.06
2345,,269.52,-89.52,-26.63,5.8
2346,,134.52,45.48,26.15,6.54
2347,,208.58,-28.58,-4.27,6.48
2348,,256.45,-76.45,-23.97,5.76
2349,,234,-54,-16.46,6.07
2350,,131.75,48.25,26.61,6.65
2351,,200.58,-20.58,0.1,6.59
2352,Pi 1Dor,280.35,-100.35,-27.82,5.56
2353,,245.88,-65.88,-20.76,6.48
2354,,273.01,-93.01,-27.04,6.46
2355,,208.04,-28.04,-3.72,6.16
2356,11Bet Mon,216.66,-36.66,-8.21,4.6
2357,11Bet Mon,216.66,-36.66,-8.21,5.4
2358,11Bet Mon,216.66,-36.66,-8.21,5.6
2359,,226.2,-46.2,-12.78,5.77
2360,,273.47,-93.47,-27.04,6.27
2361,Lam CMa,240.64,-60.64,-18.76,4.48
2362,,202.47,-22.47,-0.58,6.57
2363,,136.29,43.71,25.92,5.73
2364,,240.47,-60.47,-18.59,5.74
2365,,140.95,39.05,25.02,6.24
2366,,195.57,-15.57,3.31,6.2
2367,,219.58,-39.58,-9.26,5.93
2368,,249.22,-69.22,-21.47,6.32
2369,,267.08,-87.08,-25.9,5.82
2370,,200.62,-20.62,0.68,6.14
2371,19    Gem,196.55,-16.55,2.93,6.4
2372,,181.72,-1.72,10.52,5.87
2373,,222.42,-42.42,-10.51,6.16
2374,,200.2,-20.2,1.04,6.65
2375,,200.44,-20.44,0.95,5.23
2376,7    Lyn,159.97,20.03,19.75,6.45
2377,Pi 2Dor,280.04,-100.04,-27.55,5.38
2378,,200.39,-20.39,1.14,6.03
2379,,221.81,-41.81,-10.01,5.15
2380,,236.17,-56.17,-16.46,5.93
2381,,218.02,-38.02,-8.05,5.43
2382,12    Mon,206.43,-26.43,-2.02,5.84
2383,,181.32,-1.32,11,6.42
2384,,258.81,-78.81,-23.84,5.27
2385,13    Mon,204.3,-24.3,-0.75,4.5
2386,,216.01,-36.01,-6.9,5.6
2387,4Xi 1CMa,232.11,-52.11,-14.53,4.33
2388,,243.53,-63.53,-19.1,5.84
2389,,265.89,-85.89,-25.36,5.22
2390,,249.2,-69.2,-21.01,6.2
2391,,198.32,-18.32,2.55,5.53
2392,,220.85,-40.85,-9.17,6.24
2393,,245.23,-65.23,-19.61,6.34
2394,8    Lyn,153.87,26.13,22.04,5.94
2395,,211.99,-31.99,-4.52,5.1
2396,,143.09,36.91,24.82,5.92
2397,,240.46,-60.46,-17.68,5.69
2398,49    Aur,186.04,-6.04,9.13,5.27
2399,,246.04,-66.04,-19.72,5.24
2400,,260.56,-80.56,-24,5.6
2401,,134.59,45.41,26.41,5.45
2402,11    Lyn,158.61,21.39,20.64,5.85
2403,,229.92,-49.92,-13.18,6.4
2404,14    Mon,204.3,-24.3,-0.23,6.45
2405,,176.52,3.48,13.78,5.29
2406,,202.21,-22.21,1,5.88
2407,,247.03,-67.03,-19.88,6.44
2408,,275.48,-95.48,-26.71,6.29
2409,,210.29,-30.29,-3.19,5.8
2410,,271.43,-91.43,-26.05,6.15
2411,,244.69,-64.69,-18.94,5.42
2412,Mu  Pic,268.03,-88.03,-25.4,5.7
2413,,207.17,-27.17,-1.37,6.55
2414,5Xi 2CMa,231.99,-51.99,-13.68,4.54
2415,,241.29,-61.29,-17.54,5.62
2416,,261.18,-81.18,-23.8,6.19
2417,,189.38,-9.38,8.07,6.44
2418,,215.89,-35.89,-5.67,5.52
2419,51    Aur,175.79,4.21,14.54,5.69
2420,52Psi3Aur,175.32,4.68,14.77,5.2
2421,24Gam Gem,196.77,-16.77,4.45,1.93
2422,,205.87,-25.87,-0.31,6.06
2423,6Nu 1CMa,228.11,-48.11,-11.61,5.7
2424,,245.35,-65.35,-18.84,5.59
2425,53    Aur,185.47,-5.47,10.17,5.79
2426,,201.71,-21.71,1.9,6.38
2427,50Psi2Aur,172.89,7.11,15.86,4.79
2428,,223.24,-43.24,-9.23,5.97
2429,7Nu 2CMa,228.69,-48.69,-11.8,3.95
2430,,208.95,-28.95,-1.82,6.17
2431,,244.7,-64.7,-18.5,6.35
2432,,206.98,-26.98,-0.75,6.15
2433,,231.82,-51.82,-13.19,6.35
2434,,171.46,8.54,16.55,6.41
2435,,261.93,-81.93,-23.73,4.39
2436,,191.86,-11.86,7.27,6.04
2437,,223.03,-43.03,-8.89,6.12
2438,54    Aur,186.24,-6.24,10.1,6.03
2439,,189.58,-9.58,8.5,6.38
2440,,213.71,-33.71,-4.07,6.14
2441,,207.31,-27.31,-0.65,6.57
2442,,210.03,-30.03,-2.11,6.21
2443,8Nu 3CMa,227.87,-47.87,-11.11,4.43
2444,,246.82,-66.82,-19,6.04
2445,,250.22,-70.22,-20.17,6.34
2446,,245.69,-65.69,-18.57,5.71
2447,,241.18,-61.18,-16.78,5.27
2448,,226.69,-46.69,-10.37,6.03
2449,,200.05,-20.05,3.35,5.97
2450,,224.26,-44.26,-9.04,4.82
2451,Nu  Pup,251.94,-71.94,-20.54,3.17
2452,,179.3,0.7,13.69,6.46
2453,25    Gem,186.47,-6.47,10.42,6.42
2454,,206.02,-26.02,0.49,6.51
2455,,233.11,-53.11,-13.02,6.05
2456,15    Mon,202.94,-22.94,2.2,4.66
2457,,197.17,-17.17,5.23,6.28
2458,,201.98,-21.98,2.77,6.11
2459,55Psi4Aur,171.18,8.82,17.26,5.02
2460,,239.54,-59.54,-15.69,5.71
2461,,211.31,-31.31,-2.08,5.79
2462,,257.12,-77.12,-21.91,4.93
2463,,162.53,17.47,20.41,6.27
2464,,178.29,1.71,14.47,6.19
2465,,247.04,-67.04,-18.47,6.58
2466,26    Gem,196.16,-16.16,6.02,5.21
2467,,206.21,-26.21,0.8,6.37
2468,,271.21,-91.21,-25.19,6.18
2469,,220.05,-40.05,-6.26,5.19
2470,12    Lyn,156.31,23.69,22.48,4.87
2471,,179.35,0.65,14.24,6.31
2473,27Eps Gem,189.54,-9.54,9.63,2.98
2474,,209.28,-29.28,-0.47,6.19
2475,,249.3,-69.3,-18.99,6.12
2476,,256.68,-76.68,-21.4,6.65
2477,13    Lyn,158.69,21.31,21.93,5.35
2478,30    Gem,200.3,-20.3,4.37,4.49
2479,,208.54,-28.54,0.06,5.9
2480,28    Gem,186.08,-6.08,11.43,5.44
2481,,232.26,-52.26,-11.84,6.13
2482,,247.45,-67.45,-18.13,6.29
2483,56Psi5Aur,172.36,7.64,17.52,5.25
2484,31Xi  Gem,200.74,-20.74,4.5,3.36
2485,,160.26,19.74,21.69,6.33
2486,,160.26,19.74,21.69,6.28
2487,57Psi6Aur,167.26,12.74,19.47,5.22
2488,,248.31,-68.31,-18.2,6.3
2489,32    Gem,200.99,-20.99,4.54,6.46
2490,42    Cam,147.8,32.2,24.88,5.14
2491,9Alp CMa,227.22,-47.22,-8.88,-1.46
2492,10    CMa,240.53,-60.53,-14.98,5.2
2493,,237.03,-57.03,-13.42,6.45
2494,16    Mon,204.73,-24.73,2.82,5.93
2495,,233.46,-53.46,-11.72,6.05
2497,,240.11,-60.11,-14.68,6.54
2498,,225.57,-45.57,-7.87,5.32
2499,,196.2,-16.2,7.32,6.2
2500,,241.29,-61.29,-15.08,5.92
2501,,240.5,-60.5,-14.73,5.8
2502,,221.42,-41.42,-5.64,5.66
2503,17    Mon,205.31,-25.31,2.75,4.77
2504,11    CMa,225.33,-45.33,-7.52,5.29
2505,,282.5,-102.5,-26.48,6.51
2506,18    Mon,210.38,-30.38,0.3,4.47
2507,,248.84,-68.84,-17.84,6.62
2508,,220.53,-40.53,-4.93,5.07
2509,12    CMa,231.36,-51.36,-10.34,6.08
2510,,247.13,-67.13,-17.18,6.21
2511,43    Cam,146.42,33.58,25.38,5.12
2512,,183.13,-3.13,13.89,5.71
2513,,261.57,-81.57,-22,6.57
2514,,213.75,-33.75,-1.29,5.75
2515,,261.81,-81.81,-21.99,5.8
2516,58Psi7Aur,174.39,5.61,17.57,5.02
2517,,211.77,-31.77,-0.07,6.15
2518,,247.37,-67.37,-17.02,5.26
2519,33    Gem,198.26,-18.26,6.96,5.85
2520,14    Lyn,156.54,23.46,23.32,5.33
2521,,214.71,-34.71,-1.52,5.74
2522,,226.21,-46.21,-7.38,5.39
2523,,260.67,-80.67,-21.52,5.4
2524,,264.22,-84.22,-22.5,6.46
2525,35    Gem,200.84,-20.84,5.85,5.65
2526,,265.13,-85.13,-22.65,5.61
2527,,137.55,42.45,26.86,4.55
2528,,234.45,-54.45,-11.07,6.33
2529,36    Gem,193.38,-13.38,9.76,5.27
2530,,213.34,-33.34,-0.38,5.77
2531,,284.02,-104.02,-26.43,6.37
2532,,171.53,8.47,19.04,6.26
2533,,191.74,-11.74,10.64,5.65
2534,,220.02,-40.02,-3.82,6.29
2535,,228.12,-48.12,-7.93,5.79
2536,,281.07,-101.07,-25.98,6.11
2537,,237.51,-57.51,-12.36,7.04
2538,13Kap CMa,242.36,-62.36,-14.49,3.96
2539,59    Aur,177.4,2.6,16.91,6.12
2540,34The Gem,182.1,-2.1,15.02,3.6
2541,60    Aur,177.83,2.17,16.79,6.3
2542,,180.38,-0.38,15.77,6.01
2543,,210.25,-30.25,1.44,6.38
2544,,236.11,-56.11,-11.61,6.33
2545,,241.64,-61.64,-14.07,5.7
2546,,254.96,-74.96,-19.21,6.55
2547,61Psi8Aur,177.82,2.18,16.95,6.48
2548,,256.12,-76.12,-19.6,5.14
2549,,244.21,-64.21,-15.02,4.99
2550,Alp Pic,271.92,-91.92,-24.1,3.27
2551,,205.62,-25.62,4.12,5.77
2552,,217.77,-37.77,-2.21,6.3
2553,Tau Pup,260.16,-80.16,-20.86,2.93
2554,,263.24,-83.24,-21.76,4.4
2555,,203.33,-23.33,5.42,6.24
2556,,170.67,9.33,19.72,6.34
2557,,172.59,7.41,19.08,6.13
2558,,246.06,-66.06,-15.58,5.96
2559,Zet Men,292.6,-112.6,-27.21,5.64
2560,15    Lyn,157.77,22.23,23.6,4.35
2561,,158.68,21.32,23.38,6.05
2562,,270.18,-90.18,-23.49,6.11
2563,,257.9,-77.9,-19.89,6.42
2564,38    Gem,201.51,-21.51,6.67,4.65
2565,,230.2,-50.2,-8.15,5.64
2566,,230.11,-50.11,-8.1,6.14
2567,,237.43,-57.43,-11.61,6.4
2568,Psi9Aur,170.3,9.7,20.07,5.87
2569,37    Gem,190.42,-10.42,12.06,5.73
2570,,218.45,-38.45,-2.07,6.41
2571,15    CMa,231.3,-51.3,-8.62,4.83
2572,,214.27,-34.27,0.15,5.45
2573,,169.89,10.11,20.28,5.86
2574,14The CMa,223.98,-43.98,-4.85,4.07
2575,,252.22,-72.22,-17.73,6.52
2576,,238.95,-58.95,-12.16,6.04
2577,,214.87,-34.87,-0.08,6.21
2578,,235.29,-55.29,-10.4,6.21
2579,,253.67,-73.67,-18.23,6.46
2580,16Omi1CMa,234.98,-54.98,-10.21,3.87
2581,,144.42,35.58,26.31,5.68
2582,,215.83,-35.83,-0.49,6.04
2583,,234.76,-54.76,-10.08,6.91
2584,,205.98,-25.98,4.7,6.29
2585,16    Lyn,171.55,8.45,19.87,4.9
2586,,182.72,-2.72,15.72,5.89
2587,,263.86,-83.86,-21.48,6.57
2588,17    CMa,231.62,-51.62,-8.39,5.74
2589,,204.61,-24.61,5.62,5.92
2590,19Pi  CMa,231.44,-51.44,-8.15,4.68
2591,,252.21,-72.21,-17.38,6.32
2592,,269.31,-89.31,-22.93,6.41
2593,18Mu  CMa,225.99,-45.99,-5.34,5
2594,,260.38,-80.38,-20.24,6.26
2595,,234.01,-54.01,-9.33,5.3
2596,20Iot CMa,228.7,-48.7,-6.68,4.37
2597,,202.96,-22.96,6.71,6.27
2598,,242.21,-62.21,-13.03,6.36
2599,,220.85,-40.85,-2.49,6.34
2600,62    Aur,178.64,1.36,17.72,6
2601,39    Gem,190.09,-10.09,13.07,6.1
2602,Iot Vol,281.74,-101.74,-25.53,5.4
2603,,233.48,-53.48,-8.71,6.61
2604,,245.63,-65.63,-14.29,6.29
2605,40    Gem,190.31,-10.31,13.14,6.4
2606,,206.95,-26.95,5.06,6.27
2607,,235.73,-55.73,-9.7,5.46
2608,,258.6,-78.6,-19.29,4.95
2609,,126.22,53.78,27.72,5.07
2610,,210.58,-30.58,3.31,5.97
2611,,238.42,-58.42,-10.91,6.23
2612,,245.83,-65.83,-14.26,6.23
2613,,207.3,-27.3,5.08,6.35
2614,,238.12,-58.12,-10.67,6.37
2615,41    Gem,199.48,-19.48,9.16,5.68
2616,,236.55,-56.55,-9.82,5.59
2617,,144.56,35.44,26.67,6.5
2618,21Eps CMa,239.83,-59.83,-11.33,1.5
2619,,244.61,-64.61,-13.49,5.06
2620,,184.3,-4.3,16.06,6.59
2621,,241.72,-61.72,-12.16,6.42
2622,,218.72,-38.72,-0.48,6.3
2623,,233.19,-53.19,-7.94,6.26
2624,,221.43,-41.43,-1.85,5.96
2625,,231.93,-51.93,-7.21,6.31
2626,,255.83,-75.83,-17.88,6.22
2627,,222.17,-42.17,-2.15,6.49
2628,,233.72,-53.72,-8.03,6.53
2629,,209.8,-29.8,4.47,6.63
2630,42Ome Gem,192.18,-12.18,13.06,5.18
2631,,198.17,-18.17,10.35,5.94
2632,,200.37,-20.37,9.28,5.74
2633,,209.17,-29.17,4.86,6.59
2634,,265.81,-85.81,-21.16,6.27
2635,,199.18,-19.18,9.91,5.82
2636,,215.32,-35.32,1.71,6.17
2637,,239.58,-59.58,-10.71,6.27
2638,,266.49,-86.49,-21.37,6.45
2639,,219.22,-39.22,-0.28,5.2
2640,,236.62,-56.62,-9.23,5.63
2641,,244.21,-64.21,-12.77,6.4
2642,,156.56,23.44,25,6.44
2643,,187.43,-7.43,15.32,5.93
2644,,164.07,15.93,23.36,6.12
2645,,169.25,10.75,21.93,6.38
2646,22Sig CMa,239.17,-59.17,-10.27,3.47
2647,,206.1,-26.1,6.77,5.97
2648,19    Mon,218.01,-38.01,0.61,4.99
2649,,204.5,-24.5,7.65,5.13
2650,43Zet Gem,195.75,-15.75,11.9,3.79
2651,,203.04,-23.04,8.42,5.98
2652,,261.54,-81.54,-19.48,5.14
2653,24Omi2CMa,235.55,-55.55,-8.23,3.02
2654,,213.08,-33.08,3.55,6.57
2655,,219.11,-39.11,0.38,5.62
2656,,223.36,-43.36,-1.85,6.45
2657,23Gam CMa,228.25,-48.25,-4.41,4.12
2658,,253.77,-73.77,-16.43,6.43
2659,44    Gem,193.94,-13.94,13.01,6.02
2660,,182.69,-2.69,17.78,5.55
2661,,269.21,-89.21,-21.79,6.02
2662,,278.61,-98.61,-24.22,5.17
2663,,206.32,-26.32,7.31,5.78
2664,,234.11,-54.11,-7.07,6.09
2665,,183.24,-3.24,17.84,5.91
2666,,252.87,-72.87,-15.72,5.2
2667,,254.09,-74.09,-16.22,5.54
2668,,254.09,-74.09,-16.22,6.79
2669,,188.89,-8.89,15.66,6.48
2670,,224.05,-44.05,-1.69,6.49
2671,,194.08,-14.08,13.47,7.68
2672,,259.91,-79.91,-18.41,4.93
2673,,183.48,-3.48,17.94,6.28
2674,,269.54,-89.54,-21.6,5.5
2675,,179.94,0.06,19.28,6.16
2676,,210.33,-30.33,5.72,6.11
2677,,245.85,-65.85,-12.42,6.14
2678,,224.71,-44.71,-1.79,5.39
2679,,225.68,-45.68,-2.32,6.48
2680,,242.08,-62.08,-10.59,6.34
2681,,143.41,36.59,27.42,6.35
2682,,208.11,-28.11,7.03,5.75
2683,,267.11,-87.11,-20.73,5.17
2684,45    Gem,200.47,-20.47,10.86,5.44
2685,,249.27,-69.27,-13.81,6.11
2686,,236.97,-56.97,-7.94,6.08
2687,,260.76,-80.76,-18.47,6.46
2688,,238.52,-58.52,-8.66,6.62
2689,The Men,291.11,-111.11,-26.4,5.45
2690,,236.01,-56.01,-7.34,5.71
2691,,251.72,-71.72,-14.63,5.79
2692,,195.71,-15.71,13.46,6.43
2693,25Del CMa,238.42,-58.42,-8.27,1.84
2694,,224.17,-44.17,-0.78,6.21
2695,,236.34,-56.34,-7.13,6.65
2696,63    Aur,178.27,1.73,20.46,4.9
2697,46Tau Gem,187.22,-7.22,17.2,4.41
2698,,262.46,-82.46,-18.75,5.96
2699,,229.42,-49.42,-3.44,6.03
2700,47    Gem,190.51,-10.51,15.96,5.78
2701,20    Mon,218.85,-38.85,2.23,4.92
2702,,250.69,-70.69,-13.83,4.83
2703,,165.8,14.2,24.18,5.47
2704,,237.5,-57.5,-7.48,5.69
2705,,231.68,-51.68,-4.43,6.23
2706,48    Gem,193.21,-13.21,15.11,5.85
2707,21    Mon,215.48,-35.48,4.3,5.45
2708,,239.61,-59.61,-8.37,5.46
2709,,132.74,47.26,28.08,6.31
2710,,210.2,-30.2,7.11,6.09
2711,,190.28,-10.28,16.4,6.43
2712,,279.73,-99.73,-23.86,6.47
2713,,210.39,-30.39,7.09,6.16
2714,22Del Mon,215.7,-35.7,4.32,4.15
2715,18    Lyn,156.99,23.01,26.2,5.2
2716,,233.8,-53.8,-5.11,5.84
2717,51    Gem,200.78,-20.78,12.04,5
2718,26    CMa,238.4,-58.4,-7.3,5.92
2719,,259.7,-79.7,-17.13,5.14
2720,,242.8,-62.8,-9.49,6.1
2721,,170.34,9.66,23.52,5.58
2722,,192.84,-12.84,15.76,6.89
2723,,225.4,-45.4,-0.37,5.78
2724,,239.8,-59.8,-7.95,6.59
2725,52    Gem,192.7,-12.7,15.88,5.82
2726,,248.09,-68.09,-11.89,5.96
2727,,251.76,-71.76,-13.57,5.31
2728,,204.63,-24.63,10.56,5.62
2729,,212.76,-32.76,6.51,5.35
2730,,235.58,-55.58,-5.58,6.01
2731,,219.01,-39.01,3.27,5.75
2732,,224.38,-44.38,0.48,5.9
2733,,235.84,-55.84,-5.6,6.36
2734,,239.81,-59.81,-7.65,6.12
2735,Gam1Vol,281.55,-101.55,-24.05,5.69
2736,Gam2Vol,281.56,-101.56,-24.04,3.78
2737,,165.21,14.79,24.97,5.92
2738,53    Gem,189.91,-9.91,17.3,5.71
2739,,224.73,-44.73,0.35,6.03
2740,,257.72,-77.72,-16.02,4.49
2741,,243.2,-63.2,-9.28,6.6
2742,,131.42,48.58,28.18,4.96
2743,,242.54,-62.54,-8.92,6.33
2744,24    Mon,215.81,-35.81,5.24,6.41
2745,27    CMa,238.97,-58.97,-7.07,4.66
2746,,256.26,-76.26,-15.3,4.89
2747,,208.53,-28.53,8.99,5.82
2748,,255.77,-75.77,-15.04,5.1
2749,28Ome CMa,239.41,-59.41,-7.15,3.85
2750,,239.65,-59.65,-7.26,5.58
2751,,168.11,11.89,24.51,5.05
2752,,225.11,-45.11,0.5,5.95
2753,64    Aur,177.08,2.92,22.11,5.78
2754,,274,-94,-21.77,6.02
2755,,236.79,-56.79,-5.58,6.32
2756,,242.99,-62.99,-8.8,5.36
2757,,187.09,-7.09,18.85,6.24
2758,,229.59,-49.59,-1.71,5.46
2759,,252.84,-72.84,-13.49,5.94
2760,,209.88,-29.88,8.78,6.65
2761,,257.96,-77.96,-15.71,5.72
2762,,259.31,-79.31,-16.29,4.76
2763,54Lam Gem,200.92,-20.92,13.23,3.58
2764,,236.5,-56.5,-5.21,4.79
2765,,221.86,-41.86,2.72,6.29
2766,,240.58,-60.58,-7.3,4.64
2767,,263.45,-83.45,-17.78,5.97
2768,,243.34,-63.34,-8.59,6.32
2769,,250.08,-70.08,-11.91,5.8
2770,,248.52,-68.52,-11.12,5.03
2771,,257.99,-77.99,-15.45,5.66
2772,47    Cam,156.84,23.16,27.03,6.35
2773,Pi  Pup,249.01,-69.01,-11.28,2.7
2774,,239.73,-59.73,-6.57,6.46
2775,,175.42,4.58,23.16,6.35
2776,,172.73,7.27,23.9,5.77
2777,55Del Gem,195.98,-15.98,15.89,3.53
