HR,Name,GLON,GLON_shifted,GLAT,Vmag
4169,,286.29,-106.29,-0.26,5.45
4170,,295.03,-115.03,-15.57,6.3
4171,Phi3Hya,262.88,-82.88,35.46,4.91
4172,,259.53,-79.53,39,6.04
4173,,285.63,-105.63,1.07,5.91
4174,Gam Cha,296.28,-116.28,-17.53,4.11
4175,,278.52,-98.52,13.74,6.11
4176,,138.94,41.06,44.44,5.75
4177,,286.65,-106.65,-0.57,4.66
4178,38    UMa,141.57,38.43,46.45,5.12
4179,,286.5,-106.5,-0.24,5.92
4180,,284.98,-104.98,2.59,4.28
4181,,138.24,41.76,44.04,5
4182,33    Sex,250.38,-70.38,47.42,6.26
4183,,275.16,-95.16,19.99,6.37
4184,,195.85,-15.85,61.59,6.02
4185,,289.68,-109.68,-5.66,5.52
4186,,294.3,-114.3,-13.88,6.07
4187,39    UMa,150.95,29.05,52.42,5.8
4188,,287.17,-107.17,-0.85,6.42
4189,40    LMi,207.12,-27.12,61.4,5.51
4190,,261.64,-81.64,38.35,6.24
4191,,167.29,12.71,58.39,5.18
4192,41    LMi,213.52,-33.52,60.84,5.08
4193,35    Sex,243.46,-63.46,52.16,5.79
4194,,273.85,-93.85,22.79,5.64
4195,,139.59,40.41,45.41,6
4196,,289.56,-109.56,-5,4.82
4197,,220.27,-40.27,60,6.27
4198,,287.11,-107.11,-0.36,5.38
4199,The Car,289.6,-109.6,-4.9,2.76
4200,,287.84,-107.84,-1.5,4.57
4201,36    Sex,246.68,-66.68,51.02,6.28
4202,41    UMa,150.36,29.64,52.58,6.34
4203,42    LMi,198.01,-18.01,62.38,5.24
4204,,289.61,-109.61,-4.73,5.77
4205,,289.5,-109.5,-4.46,4.82
4206,,297.18,-117.18,-18.39,5.97
4207,,242.08,-62.08,53.72,6.37
4208,51    Leo,222.26,-42.26,60.16,5.49
4209,52    Leo,230.54,-50.54,58.15,5.48
4210,Eta Car,287.6,-107.6,-0.63,6.21
4211,,292.82,-112.82,-10.53,6.26
4212,,292.83,-112.83,-10.51,6.46
4213,,293.6,-113.6,-11.91,6.27
4214,,265.16,-85.16,36.28,5.42
4215,,141.38,38.62,47.36,6.39
4216,Mu  Vel,283.03,-103.03,8.57,2.69
4217,,288.16,-108.16,-1.37,6.25
4218,,263.88,-83.88,38.05,6.67
4219,,289.97,-109.97,-4.84,5.34
4220,,289.88,-109.88,-4.61,5.23
4221,,286.46,-106.46,2.08,5.23
4222,,289.97,-109.97,-4.69,4.85
4223,43    LMi,200.81,-20.81,63.01,6.15
4224,,252.55,-72.55,48.53,5.93
4225,,274.38,-94.38,24.27,5.88
4226,,286.87,-106.87,1.49,6.36
4227,53    Leo,237,-57,56.82,5.34
4228,,288.04,-108.04,-0.66,6
4229,40    Sex,254.8,-74.8,47.11,6.61
4230,44    LMi,204.02,-24.02,63.12,6.04
4231,Del1Cha,297.68,-117.68,-18.91,5.47
4232,Nu  Hya,265.05,-85.05,37.56,3.11
4233,,260.17,-80.17,42.69,5.86
4234,Del2Cha,297.74,-117.74,-18.96,4.45
4235,43    UMa,150.63,29.37,53.59,5.67
4236,42    UMa,147.28,32.72,51.76,5.58
4237,41    Sex,259.52,-79.52,43.53,5.79
4238,,276,-96,22.38,5.61
4239,,287.92,-107.92,-0.06,5.91
4240,,254.38,-74.38,48.1,5.95
4241,,155.83,24.17,56.29,6.65
4242,,155.91,24.09,56.33,6.44
4243,,136.56,43.44,44.02,5.93
4244,,250.31,-70.31,51.29,6.38
4245,,251.78,-71.78,50.48,6.31
4246,44    UMa,152.85,27.15,55.15,5.1
4247,46    LMi,190,-10,63.73,3.83
4248,45Ome UMa,171.16,8.84,61.35,4.71
4249,,254.18,-74.18,49.12,6.12
4250,,287.36,-107.36,1.99,5.25
4251,,268.69,-88.69,34.78,5.24
4252,,265.5,-85.5,38.71,6.38
4253,,254.14,-74.14,49.26,5.45
4254,48    LMi,209.85,-29.85,63.85,6.2
4255,,264.46,-84.46,40.21,5.66
4256,,190.31,-10.31,64.1,5.72
4257,,288.18,-108.18,0.6,3.78
4258,46    UMa,191.47,-11.47,64.32,5.03
4259,54    Leo,211.59,-31.59,63.91,4.5
4260,54    Leo,211.6,-31.6,63.91,6.3
4261,,269.45,-89.45,34.54,6.44
4262,,293.45,-113.45,-10.05,5.99
4263,,280.98,-100.98,15.6,6.11
4264,,173.09,6.91,62.21,6.03
4265,55    Leo,251.63,-71.63,51.69,5.91
4266,,289.59,-109.59,-2.02,5.93
4267,56    Leo,245.05,-65.05,55.5,5.81
4268,,297.51,-117.51,-17.96,6.33
4269,,216.93,-36.93,63.48,6.14
4270,50    LMi,210,-30,64.26,6.35
4271,,289.11,-109.11,-0.8,5.92
4272,,130.13,49.87,37.76,6.2
4273,Iot Ant,278.85,-98.85,20.31,4.6
4274,,285.14,-105.14,8.11,5.91
4275,,155.64,24.36,57.53,6.17
4276,,289.06,-109.06,0.04,6.11
4277,47    UMa,175.78,4.22,63.37,5.05
4278,,185.24,-5.24,64.66,6
4279,,295.66,-115.66,-13.86,6.13
4280,,165.76,14.24,61.27,5.47
4281,,237.93,-57.93,59.59,6.55
4282,,277.67,-97.67,23.57,5.71
4283,,155.99,24.01,57.9,6.43
4284,,267.68,-87.68,38.74,5.89
4285,,170.63,9.37,62.52,6.02
4286,,141.55,38.45,49.53,6.39
4287,7Alp Crt,269.06,-89.06,37.12,4.08
4288,49    UMa,178.15,1.85,64.04,5.08
4289,,266.26,-86.26,40.74,5.88
4290,,289.89,-109.89,-1.32,6.16
4291,58    Leo,249.69,-69.69,54.59,4.84
4292,,282.54,-102.54,14.61,5.81
4293,,281.86,-101.86,16.05,4.39
4294,59    Leo,246.54,-66.54,56.32,4.99
4295,48Bet UMa,149.17,30.83,54.8,2.37
4296,,286.02,-106.02,7.36,6.15
4297,,267.67,-87.67,39.4,6.34
4298,,277.02,-97.02,25.4,6.07
4299,61    Leo,256.87,-76.87,50.32,4.74
4300,60    Leo,222.61,-42.61,64.13,4.42
4301,50Alp UMa,142.85,37.15,51.01,1.79
4302,,274.77,-94.77,30.01,6.23
4303,,255.51,-75.51,51.87,6.14
4304,,298.73,-118.73,-19.62,6.71
4305,,265.03,-85.03,43.47,5.5
4306,62    Leo,254.81,-74.81,52.49,5.95
4307,,277.62,-97.62,25.54,6.46
4308,,266.72,-86.72,41.73,6.34
4309,51    UMa,179.75,0.25,65.03,6
4310,63Chi Leo,246.14,-66.14,57.94,4.63
4311,,284.94,-104.94,11.42,5.67
4312,Eta Oct,300.19,-120.19,-22.33,6.19
4313,,279.8,-99.8,22.24,5.43
4314,Chi1Hya,275.69,-95.69,29.91,4.94
4315,,265.52,-85.52,43.96,6.09
4316,,285.73,-105.73,9.89,6.13
4317,Chi2Hya,275.82,-95.82,29.97,5.71
4318,,286.62,-106.62,8.29,6.3
4319,65    Leo,253.65,-73.65,54.5,5.52
4320,,276.73,-96.73,28.76,6.77
4321,,286.57,-106.57,8.55,6.32
4322,64    Leo,216.37,-36.37,66.27,6.46
4323,,289.64,-109.64,1.46,6.02
4324,,278.74,-98.74,25.34,6.59
4325,,291.12,-111.12,-1.98,4.61
4326,,292.06,-112.06,-4.21,6.41
4327,,283.28,-103.28,16.22,5.15
4328,,277.74,-97.74,27.59,6.54
4329,,294.51,-114.51,-9.74,5.57
4330,,137.06,42.94,47.03,6.06
4331,,277.71,-97.71,27.8,6.49
4332,67    Leo,213.26,-33.26,66.83,5.68
4333,,183.56,-3.56,66.52,5.74
4334,,276.87,-96.87,29.54,5.44
4335,52Psi UMa,165.8,14.2,63.23,3.01
4336,,168.3,11.7,63.89,5.89
4337,,290.01,-110.01,1.29,3.91
4338,,291.15,-111.15,-1.45,5.13
4339,,279.22,-99.22,25.79,5.81
4340,,135.92,44.08,46.27,6.4
4341,,236.63,-56.63,63.53,6.3
4342,,290.09,-110.09,1.89,6.88
4343,11Bet Crt,274.78,-94.78,34.53,4.48
4344,,149.04,30.96,56.94,6.63
4345,,184.33,-4.33,67.28,6.41
4346,,279.75,-99.75,25.93,6.38
4347,Psi Crt,272.49,-92.49,38.45,6.13
4348,,274.41,-94.41,35.59,6.4
4349,,295.08,-115.08,-10.1,6.35
4350,,286.76,-106.76,10.64,5.36
4351,,171.83,8.17,65.55,6.33
4352,,290.99,-110.99,0.24,4.6
4353,,287.06,-107.06,10.08,6.11
4354,,285.02,-105.02,15.06,5.8
4355,,292.44,-112.44,-3.33,5.23
4356,69    Leo,258.13,-78.13,54.08,5.42
4357,68Del Leo,224.22,-44.22,66.83,2.56
4358,,247.99,-67.99,60.08,5.79
4359,70The Leo,235.37,-55.37,64.59,3.34
4360,,288.48,-108.48,6.87,5.76
4361,,290.83,-110.83,0.93,5.74
4362,72    Leo,218.1,-38.1,67.88,4.63
4363,,151.12,28.88,58.82,6.5
4364,,285.05,-105.05,15.76,6.21
4365,73    Leo,239.93,-59.93,63.74,5.32
4366,,240.81,-60.81,63.49,6.67
4367,,155.72,24.28,61.19,5.88
4368,74Phi Leo,262.66,-82.66,51.65,4.47
4369,,265.81,-85.81,48.81,6.14
4370,,286.15,-106.15,13.87,6.31
4371,75    Leo,257.02,-77.02,56.25,5.18
4372,,283.19,-103.19,21.22,6.27
4373,,281.91,-101.91,24.28,6.45
4374,53Xi  UMa,195.08,-15.08,69.25,4.87
4375,53Xi  UMa,195.08,-15.08,69.25,4.41
4376,,282.68,-102.68,22.62,6.68
4377,54Nu  UMa,190.73,-10.73,69.08,3.48
4378,,243.13,-63.13,63.44,6.66
4379,,294.21,-114.21,-6.56,6.06
4380,55    UMa,177.34,2.66,67.74,4.78
4381,76    Leo,257.99,-77.99,56.23,5.91
4382,12Del Crt,272.07,-92.07,42.51,3.56
4383,,135.79,44.21,47.7,6.21
4384,,293.25,-113.25,-3.46,5.99
4385,,298.68,-118.68,-17.57,6.35
4386,77Sig Leo,253.36,-73.36,59.9,4.05
4387,,297.03,-117.03,-13.33,6.27
4388,,144.73,35.27,56.1,6.43
4389,,295.93,-115.93,-10.38,6.41
4390,Pi  Cen,289.96,-109.96,6.09,3.89
4391,,137.71,42.29,50.18,6.02
4392,56    UMa,164.73,15.27,65.77,4.99
4393,,286.7,-106.7,15.4,6.12
4394,,261.2,-81.2,55.69,6.05
4395,13Lam Crt,275.6,-95.6,39.37,5.09
4396,,283.65,-103.65,23.38,5
4397,,298.07,-118.07,-15.59,6.43
4398,,291.02,-111.02,4.04,5.79
4399,78Iot Leo,247.6,-67.6,63.55,3.94
4400,79    Leo,260.09,-80.09,56.83,5.39
4401,,293.78,-113.78,-3.66,5.11
4402,14Eps Crt,271.04,-91.04,46.57,4.83
4403,,286.33,-106.33,17.38,6.12
4404,,246.45,-66.45,64.34,5.8
4405,15Gam Crt,275.41,-95.41,40.52,4.08
4406,,296.32,-116.32,-10.51,5.59
4407,,145.26,34.74,57.42,5.75
4408,81    Leo,236.75,-56.75,67.45,5.57
4409,,284.08,-104.08,23.64,5.22
4410,80    Leo,257.9,-77.9,59.03,6.37
4411,,284.73,-104.73,22.07,5.89
4412,,188.72,-8.72,70.63,6.32
4413,,293.7,-113.7,-2.65,5.17
4414,83    Leo,259.28,-79.28,58.52,6.5
4415,,292.87,-112.87,0.09,5.3
4416,16Kap Crt,272.85,-92.85,45.53,5.94
4417,,290.32,-110.32,7.63,5.81
4418,84Tau Leo,259.9,-79.9,58.57,4.95
4419,,264.7,-84.7,54.85,6.25
4420,,284.31,-104.31,24.51,6.45
4421,,138.87,41.13,52.73,5.83
4422,57    UMa,172.23,7.77,68.97,5.31
4423,,287.1,-107.1,17.64,5.08
4424,,143.51,36.49,57.01,6.28
4425,,296.69,-116.69,-10.62,6.09
4426,85    Leo,240.45,-60.45,67.7,5.74
4427,,146.03,33.97,58.97,6.41
4428,,280.16,-100.16,34.77,5.76
4429,,126.62,53.38,35.42,6.15
4430,,156.83,23.17,64.78,6.35
4431,58    UMa,163.28,16.72,67.08,5.94
4432,87    Leo,266.78,-86.78,54.07,4.77
4433,86    Leo,233.76,-53.76,69.44,5.52
4434,1Lam Dra,132.98,47.02,46.2,3.84
4435,,154.61,25.39,63.94,6.42
4436,,153.2,26.8,63.35,6.56
4437,88    Leo,243.43,-63.43,67.48,6.2
4438,,293.45,-113.45,0.11,6.38
4439,,138.9,41.1,53.52,5.48
4440,,278.98,-98.98,38.36,6.24
4441,Omi1Cen,292.95,-112.95,1.88,5.13
4442,Omi2Cen,292.98,-112.98,1.81,5.15
4443,,282.88,-102.88,30.51,5.81
4444,,282.88,-102.88,30.51,5.64
4445,,281.86,-101.86,32.87,6.16
4446,,271.56,-91.56,50.19,5.95
4447,,287.12,-107.12,20.01,5.64
4448,,295.29,-115.29,-5.27,5.9
4449,,283.75,-103.75,28.84,5.04
4450,Xi  Hya,284.08,-104.08,28.13,3.54
4451,,277.05,-97.05,42.63,6.05
4452,,177.5,2.5,70.98,6.4
4453,,287.33,-107.33,19.92,5.39
4454,,250.77,-70.77,65.72,6.55
4455,89    Leo,262.18,-82.18,59.69,5.77
4456,90    Leo,239.18,-59.18,69.47,5.95
4457,,144.44,35.56,59.04,5.63
4458,,284.79,-104.79,27.31,5.98
4459,,229.8,-49.8,71.32,6.45
4460,,291.79,-111.79,6.94,4.62
4461,2    Dra,132.45,47.55,46.38,5.2
4462,,290.29,-110.29,11.85,5.5
4463,,289.79,-109.79,13.55,5.71
4464,,251.62,-71.62,65.92,6.56
4465,,206.35,-26.35,73.33,5.8
4466,,289.99,-109.99,13.32,5.25
4467,Lam Cen,294.47,-114.47,-1.4,3.13
4468,21The Crt,274.25,-94.25,48.86,4.7
4469,,285.51,-105.51,26.76,5.74
4470,,286.81,-106.81,23.28,6.31
4471,91Ups Leo,267.26,-87.26,56.8,4.3
4472,,293.97,-113.97,0.51,5.83
4473,,285.4,-105.4,27.34,6.29
4474,,148.77,31.23,62.66,6.14
4475,,294.12,-114.12,0.31,5.15
4476,,290.29,-110.29,13.3,5.44
4477,59    UMa,159.98,20.02,67.87,5.59
4478,,256,-76,64.85,6.17
4479,Pi  Cha,298.36,-118.36,-13.69,5.65
4480,60    UMa,154.16,25.84,65.63,6.1
4481,,135.31,44.69,51,6.46
4482,,186.02,-6.02,73.02,6.27
4483,1Ome Vir,257.26,-77.26,64.32,5.36
4484,,269.29,-89.29,55.59,6.22
4485,,295.99,-115.99,-5.75,5.96
4486,,157.05,22.95,66.91,6.44
4487,,294.39,-114.39,-0.18,5.15
4488,24Iot Crt,277,-97,45.97,5.48
4489,,282.69,-102.69,35.29,6.42
4490,,278.08,-98.08,44.92,6.21
4491,,279.21,-99.21,42.93,6.19
4492,,295.53,-115.53,-3.56,5.17
4493,,140.07,39.93,56.73,6.37
4494,Omi Hya,286.72,-106.72,25.87,4.7
4495,92    Leo,228.85,-48.85,72.91,5.26
4496,61    UMa,183.53,-3.53,73.32,5.33
4497,,292.55,-112.55,7.47,5.96
4498,,284.99,-104.99,31.21,6.44
4499,,294.78,-114.78,-0.34,4.94
4500,,142.47,37.53,59.23,6.27
4501,62    UMa,191.85,-11.85,74.13,5.73
4502,,289.57,-109.57,17.95,5.55
4503,,286.29,-106.29,28.11,5.22
4504,3    Dra,133.2,46.8,48.99,5.3
4505,,226.49,-46.49,73.51,6.59
4506,,281.62,-101.62,39.69,6.22
4507,,300.71,-120.71,-20.53,6.33
4508,,288.2,-108.2,23.73,5.98
4509,,299.66,-119.66,-16.87,6.39
4510,,274.69,-94.69,52.45,6.07
4511,,295.18,-115.18,-0.64,5.03
4512,,216.37,-36.37,74.81,6.02
4513,,295.32,-115.32,-1.01,6.1
4514,27Zet Crt,281.53,-101.53,41.73,4.73
4515,2Xi  Vir,260.18,-80.18,65.48,4.85
4516,,291.91,-111.91,12.38,6.26
4517,3Nu  Vir,262.86,-82.86,64.18,4.03
4518,63Chi UMa,150.32,29.68,65.72,3.71
4519,,291.09,-111.09,15.67,5.29
4520,Lam Mus,296.49,-116.49,-4.68,3.64
4521,,140.77,39.23,59.21,5.27
4522,,295.19,-115.19,0.71,4.11
4523,,289.82,-109.82,20.71,4.91
4524,,288.58,-108.58,25.17,6.17
4525,,286.84,-106.84,30.58,6.48
4526,,294.42,-114.42,4.11,5.41
4527,93    Leo,235.01,-55.01,73.93,4.53
4528,4    Vir,261.46,-81.46,65.86,5.32
4529,,278.6,-98.6,49.56,6.26
4530,Mu  Mus,296.76,-116.76,-4.7,4.72
4531,,251.07,-71.07,70.53,5.88
4532,,286.01,-106.01,34.05,5.11
4533,,271.74,-91.74,58.72,6.15
4534,94Bet Leo,250.65,-70.65,70.81,2.14
4535,,246.81,-66.81,71.94,6.04
4536,,178.56,1.44,74.67,5.7
4537,,296.18,-116.18,-1.73,4.32
4538,,297.74,-117.74,-7.98,4.97
4539,,282.11,-102.11,44.52,6.13
4540,5Bet Vir,270.5,-90.5,60.75,3.61
4541,,295.99,-115.99,-0.6,5.7
4542,,286.67,-106.67,33.67,6.48
4543,,256.3,-76.3,69.47,6.35
4544,,276.47,-96.47,54.41,5.64
4545,,183.62,-3.62,75.58,6.27
4546,,291.92,-111.92,16.4,4.46
4547,,280.66,-100.66,48.07,6.35
4548,,288.08,-108.08,30.31,5.85
4549,,296.73,-116.73,-3.05,4.9
4550,,168.42,11.58,73.69,6.45
4551,,294.89,-114.89,4.96,5.57
4552,Bet Hya,289.27,-109.27,27.41,4.28
4553,,289.72,-109.72,26.31,6.17
4554,64Gam UMa,140.84,39.16,61.38,2.44
4555,,273.07,-93.07,60.04,6.3
4556,,295.26,-115.26,4.61,6.06
4557,,290.66,-110.66,23.76,6.46
4558,,287.21,-107.21,35.42,5.3
4559,6    Vir,264.79,-84.79,67.04,5.58
4560,65    UMa,149.12,30.88,67.68,6.54
4561,65    UMa,149.1,30.9,67.7,7.03
4562,,170.44,9.56,74.71,6.49
4563,,296.64,-116.64,-1.1,5.91
4564,95    Leo,251.67,-71.67,72.7,5.53
4565,,288.34,-108.34,32.81,5.93
4566,66    UMa,137.73,42.27,58.91,5.84
4567,30Eta Crt,284.47,-104.47,43.73,5.18
4568,,291.45,-111.45,21.94,6.13
4569,,134.05,45.95,54.39,6.22
4570,,293.35,-113.35,14.78,6.26
4571,,290.06,-110.06,28.19,6.21
4572,,159.77,20.23,72.68,6.62
4573,,296.76,-116.76,-0.22,5.57
4574,,185.75,-5.75,77.34,6.42
4575,,133.83,46.17,54.53,6.76
4576,,295.57,-115.57,5.79,5.44
4577,,292.24,-112.24,20.82,6.79
4578,,297.27,-117.27,-2.05,5.61
4579,,288.4,-108.4,35.48,6.43
4580,,275.47,-95.47,60.58,6.17
4581,,181.58,-1.58,77.23,5.96
4582,,294.74,-114.74,10.34,6.05
4583,Eps Cha,300.21,-120.21,-15.62,4.91
4584,,177.83,2.17,76.96,6.5
4585,7    Vir,273.05,-93.05,63.5,5.37
4586,,125.42,54.58,36.03,6.17
4587,,283.11,-103.11,50.47,5.55
4588,,287.61,-107.61,39.52,6.28
4589,8Pi  Vir,270.3,-90.3,66.23,4.66
4590,,286.92,-106.92,41.63,5.26
4591,,278.14,-98.14,58.66,6.31
4592,,296.24,-116.24,4.72,6.16
4593,,169.73,10.27,76.17,5.59
4594,67    UMa,151.89,28.11,71.2,5.21
4595,,301.93,-121.93,-22.86,6.05
4596,,299.03,-119.03,-8.99,6.42
4597,,298.6,-118.6,-6.73,5.89
4598,,282.54,-102.54,53.25,6.22
4599,The1Cru,297.53,-117.53,-0.95,4.33
4600,,293.6,-113.6,19.57,5.15
4601,,299.64,-119.64,-11.65,6.44
4602,2    Com,238.22,-58.22,77.86,5.87
4603,The2Cru,297.64,-117.64,-0.78,4.72
4604,,298.62,-118.62,-5.85,5.35
4605,Kap Cha,300.15,-120.15,-13.9,5.04
4606,,123.98,56.02,31.45,6.27
4607,,297.32,-117.32,1.4,5.96
4608,9Omi Vir,270.07,-90.07,68.6,4.12
4609,,126.32,53.68,39.92,5.8
4610,,131.64,48.36,53.41,6.13
4611,,298.24,-118.24,-3.09,6.33
4612,,292.64,-112.64,26.27,6.23
4613,,281.26,-101.26,57.82,6.37
4614,,298.83,-118.83,-6.14,6.23
4615,,298.32,-118.32,-3.24,6.06
4616,Eta Cru,298.18,-118.18,-2.15,4.15
4617,,300.13,-120.13,-12.73,5.18
4618,,295.94,-115.94,11.62,4.47
4619,,295.96,-115.96,11.52,6.37
4620,,295.62,-115.62,13.57,5.34
4621,Del Cen,296,-116,11.57,2.6
4622,,297.71,-117.71,1.59,6.22
4623,1Alp Crv,290.66,-110.66,37.12,4.02
4624,,294.96,-114.96,17.89,5.75
4625,,294.39,-114.39,20.93,5.48
4626,10    Vir,279.54,-99.54,62.86,5.95
4627,,126.63,53.37,42.17,6.35
4628,,293.36,-113.36,27.4,6.17
4629,11    Vir,276.3,-96.3,66.52,5.72
4630,2Eps Crv,290.59,-110.59,39.26,3
4631,,294.09,-114.09,24.3,6.06
4632,3    Com,258.3,-78.3,76,6.39
4633,,209.63,-29.63,80.96,6.01
4634,,298.1,-118.1,1.22,6.08
4635,3    Crv,291.12,-111.12,38.34,5.46
4636,,295.54,-115.54,16.87,6.61
4637,,296.61,-116.61,11.02,6.23
4638,Rho Cen,296.78,-116.78,10.03,3.96
4639,,124.71,55.29,35.28,6
4640,4    Com,218.78,-38.78,81.06,5.66
4641,68    UMa,133.49,46.51,59.25,6.43
4642,,201.47,-21.47,81.17,6.49
4643,5    Com,247.11,-67.11,78.87,5.57
4644,,298.51,-118.51,-0.42,5.92
4645,,299.64,-119.64,-7.53,6.17
4646,,125.64,54.36,39.31,5.14
4647,,293.97,-113.97,28.08,6.5
4648,,294.89,-114.89,23.35,5.76
4649,,301.01,-121.01,-15.84,6.35
4650,12    Vir,273.17,-93.17,70.9,5.85
4651,,294,-114,28.42,6.33
4652,,296.13,-116.13,16.65,5.31
4653,,298.93,-118.93,-1.83,6.22
4654,,134.94,45.06,62.83,6.16
4655,,291.58,-111.58,41.22,5.83
4656,Del Cru,298.23,-118.23,3.79,2.8
4657,,288.49,-108.49,51.55,6.11
4658,,295.81,-115.81,20.46,6.26
4659,,127.39,52.61,46.61,5.71
4660,69Del UMa,132.57,47.43,59.42,3.31
4661,,292.42,-112.42,38.79,6.54
4662,4Gam Crv,290.99,-110.99,44.5,2.59
4663,6    Com,267.16,-87.16,75.25,5.1
4664,,300.28,-120.28,-9.92,6.22
4665,,126.66,53.34,44.32,6.29
4666,2    CVn,148.99,31.01,74.63,5.66
4667,7    Com,232.9,-52.9,81.47,4.95
4668,,172.65,7.35,80.4,5
4669,,299.41,-119.41,-3.06,6.06
4670,,291.17,-111.17,45.39,6.05
4671,Eps Mus,299.75,-119.75,-5.3,4.11
4672,,134.24,45.76,63.19,5.81
4673,,197.38,-17.38,82.3,5.7
4674,Bet Cha,301.34,-121.34,-16.54,4.26
4675,,295.36,-115.36,26.28,6.15
4676,,268.05,-88.05,75.68,6.34
4677,,287.17,-107.17,57.89,6.99
4678,,287.17,-107.17,57.9,6.54
4679,Zet Cru,299.33,-119.33,-1.36,4.04
4680,,187.6,-7.6,82.14,6.23
4681,13    Vir,285.85,-105.85,60.99,5.9
4682,,298.27,-118.27,7.43,5
4683,,123.56,56.44,30.65,6.33
4684,,219.89,-39.89,82.67,6.48
4685,8    Com,240.56,-60.56,81.66,6.27
4686,,123.35,56.65,29.4,6.28
4687,,125.72,54.28,41.79,5.38
4688,9    Com,202.8,-22.8,82.85,6.33
4689,15Eta Vir,286.4,-106.4,61.19,3.89
4690,3    CVn,136.46,43.54,67.31,5.29
4691,,293.46,-113.46,40.12,5.97
4692,,299.77,-119.77,-3.16,6.21
4693,,215.35,-35.35,83.05,5.54
4694,,220.37,-40.37,82.95,6.15
4695,16    Vir,284.27,-104.27,65.05,4.96
4696,5Zet Crv,293.58,-113.58,40.09,5.21
4697,11    Com,264.15,-84.15,78.28,4.74
4698,,211.78,-31.78,83.16,7.13
4699,,291.67,-111.67,48.64,5.14
4700,Eps Cru,299.23,-119.23,2.25,3.59
4701,70    UMa,130.79,49.21,58.79,5.55
4702,,298.83,-118.83,6.26,5.92
4703,Zet2Mus,300.13,-120.13,-4.81,5.15
4704,Zet1Mus,300.22,-120.22,-5.59,5.74
4705,,231,-51,83.02,6.19
4706,,299.1,-119.1,4.98,5.39
4707,12    Com,222.5,-42.5,83.4,4.81
4708,17    Vir,284.15,-104.15,67.12,6.4
4709,,302.46,-122.46,-23.3,6.33
4710,,300.26,-120.26,-4.91,6.36
4711,6    Crv,294.89,-114.89,37.59,5.68
4712,,296.56,-116.56,27.11,5.32
4713,,297.08,-117.08,23.25,6.4
4714,,297.06,-117.06,23.64,5.79
4715,4    CVn,141.22,38.78,73.59,6.06
4716,5    CVn,133.05,46.95,65.02,4.8
4717,13    Com,221.04,-41.04,83.85,5.18
4718,,297.57,-117.57,21.21,6.25
4719,,225.75,-45.75,83.76,6.42
4720,,300.25,-120.25,-3.03,6.3
4721,,297.78,-117.78,20.09,6.11
4722,,292.75,-112.75,50.74,5.95
4723,,295.89,-115.89,34.77,6.09
4724,,296.93,-116.93,27.38,5.73
4725,,239.94,-59.94,83.28,6.03
4726,71    UMa,130.16,49.84,59.98,5.81
4727,,127.76,52.24,53.08,6.32
4728,6    CVn,145.5,34.5,76.97,5.02
4729,,300.12,-120.12,-0.39,4.86
4730,Alp1Cru,300.13,-120.13,-0.36,1.33
4731,Alp2Cru,300.13,-120.13,-0.36,1.73
4732,,298.98,-118.98,11.23,4.82
4733,14    Com,210.06,-30.06,84.43,4.95
4734,,298.78,-118.78,13.76,6.26
4735,,296.99,-116.99,29.76,5.55
4736,,300.28,-120.28,-1.04,6
4737,15Gam Com,199.63,-19.63,84.46,4.36
4738,16    Com,214.72,-34.72,84.55,5
4739,,299.84,-119.84,3.74,5.5
4740,,125.67,54.33,45.06,6.24
4741,,284.96,-104.96,70.65,6.37
4742,,294.8,-114.8,45.87,6.35
4743,Sig Cen,299.1,-119.1,12.47,3.91
4744,,300.43,-120.43,-1.58,6.04
4745,73    UMa,129.89,50.11,61.09,5.7
4746,,291.87,-111.87,57.75,6.22
4747,,300.22,-120.22,0.96,6.22
4748,,298.05,-118.05,23.61,5.44
4749,,299.75,-119.75,6.33,6.15
4750,,221.68,-41.68,84.83,6.54
4751,,225.26,-45.26,84.78,6.65
4752,17    Com,225.22,-45.22,84.82,5.29
4753,18    Com,243.07,-63.07,84.2,5.48
4754,,299.95,-119.95,6.22,5.8
4755,,298.64,-118.64,20.96,6.02
4756,20    Com,263.27,-83.27,82.04,5.69
4757,7Del Crv,295.48,-115.48,46.05,2.95
4758,,294.98,-114.98,49.15,6.35
4759,,296.71,-116.71,38.92,5.63
4760,74    UMa,128.32,51.68,58.5,5.35
4761,7    CVn,130.89,49.11,65.26,6.21
4762,75    UMa,128.18,51.82,58.14,6.08
4763,Gam Cru,300.17,-120.17,5.65,1.63
4764,Gam Cru,300.18,-120.18,5.68,6.42
4765,4    Dra,125.75,54.25,47.81,4.95
4766,21    Com,240.93,-60.93,84.74,5.46
4767,,129.94,50.06,63.77,6.21
4768,,300.42,-120.42,3.35,5.48
4769,,301.5,-121.5,-10.18,5.88
4770,,288.31,-108.31,69.9,6.05
4771,,300.76,-120.76,-0.72,5.95
4772,,293.74,-113.74,57.47,6.19
4773,Gam Mus,301.46,-121.46,-9.32,3.87
4774,,298.21,-118.21,30.16,6.46
4775,8Eta Crv,296.19,-116.19,46.42,4.31
4776,,295.99,-115.99,48.76,5.74
4777,20    Vir,287.63,-107.63,72.62,6.26
4778,,297.13,-117.13,42.88,6.26
4779,,296.18,-116.18,49.81,5.58
4780,22    Com,247.2,-67.2,85.07,6.29
4781,21    Vir,295.66,-115.66,53.17,5.48
4782,,300.05,-120.05,12.87,6.38
4783,,153.97,26.03,82.78,5.42
