HR,GLON,GLAT,Vmag
4434,132.98,46.2,3.84
4435,154.61,63.94,6.42
4436,153.2,63.35,6.56
4437,-116.57,67.48,6.2
4438,-66.55,0.11,6.38
4439,138.9,53.52,5.48
4440,-81.02,38.36,6.24
4441,-67.05,1.88,5.13
4442,-67.02,1.81,5.15
4443,-77.12,30.51,5.81
4444,-77.12,30.51,5.64
4445,-78.14,32.87,6.16
4446,-88.44,50.19,5.95
4447,-72.88,20.01,5.64
4448,-64.71,-5.27,5.9
4449,-76.25,28.84,5.04
4450,-75.92,28.13,3.54
4451,-82.95,42.63,6.05
4452,177.5,70.98,6.4
4453,-72.67,19.92,5.39
4454,-109.23,65.72,6.55
4455,-97.82,59.69,5.77
4456,-120.82,69.47,5.95
4457,144.44,59.04,5.63
4458,-75.21,27.31,5.98
4459,-130.2,71.32,6.45
4460,-68.21,6.94,4.62
4461,132.45,46.38,5.2
4462,-69.71,11.85,5.5
4463,-70.21,13.55,5.71
4464,-108.38,65.92,6.56
4465,-153.65,73.33,5.8
4466,-70.01,13.32,5.25
4467,-65.53,-1.4,3.13
4468,-85.75,48.86,4.7
4469,-74.49,26.76,5.74
4470,-73.19,23.28,6.31
4471,-92.74,56.8,4.3
4472,-66.03,0.51,5.83
4473,-74.6,27.34,6.29
4474,148.77,62.66,6.14
4475,-65.88,0.31,5.15
4476,-69.71,13.3,5.44
4477,159.98,67.87,5.59
4478,-104,64.85,6.17
4479,-61.64,-13.69,5.65
4480,154.16,65.63,6.1
4481,135.31,51,6.46
4482,-173.98,73.02,6.27
4483,-102.74,64.32,5.36
4484,-90.71,55.59,6.22
4485,-64.01,-5.75,5.96
4486,157.05,66.91,6.44
4487,-65.61,-0.18,5.15
4488,-83,45.97,5.48
4489,-77.31,35.29,6.42
4490,-81.92,44.92,6.21
4491,-80.79,42.93,6.19
4492,-64.47,-3.56,5.17
4493,140.07,56.73,6.37
4494,-73.28,25.87,4.7
4495,-131.15,72.91,5.26
4496,-176.47,73.32,5.33
4497,-67.45,7.47,5.96
4498,-75.01,31.21,6.44
4499,-65.22,-0.34,4.94
4500,142.47,59.23,6.27
4501,-168.15,74.13,5.73
4502,-70.43,17.95,5.55
4503,-73.71,28.11,5.22
4504,133.2,48.99,5.3
4505,-133.51,73.51,6.59
4506,-78.38,39.69,6.22
4507,-59.29,-20.53,6.33
4508,-71.8,23.73,5.98
4509,-60.34,-16.87,6.39
4510,-85.31,52.45,6.07
4511,-64.82,-0.64,5.03
4512,-143.63,74.81,6.02
4513,-64.68,-1.01,6.1
4514,-78.47,41.73,4.73
4515,-99.82,65.48,4.85
4516,-68.09,12.38,6.26
4517,-97.14,64.18,4.03
4518,150.32,65.72,3.71
4519,-68.91,15.67,5.29
4520,-63.51,-4.68,3.64
4521,140.77,59.21,5.27
4522,-64.81,0.71,4.11
4523,-70.18,20.71,4.91
4524,-71.42,25.17,6.17
4525,-73.16,30.58,6.48
4526,-65.58,4.11,5.41
4527,-124.99,73.93,4.53
4528,-98.54,65.86,5.32
4529,-81.4,49.56,6.26
4530,-63.24,-4.7,4.72
4531,-108.93,70.53,5.88
4532,-73.99,34.05,5.11
4533,-88.26,58.72,6.15
4534,-109.35,70.81,2.14
4535,-113.19,71.94,6.04
4536,178.56,74.67,5.7
4537,-63.82,-1.73,4.32
4538,-62.26,-7.98,4.97
4539,-77.89,44.52,6.13
4540,-89.5,60.75,3.61
4541,-64.01,-0.6,5.7
4542,-73.33,33.67,6.48
4543,-103.7,69.47,6.35
4544,-83.53,54.41,5.64
4545,-176.38,75.58,6.27
4546,-68.08,16.4,4.46
4547,-79.34,48.07,6.35
4548,-71.92,30.31,5.85
4549,-63.27,-3.05,4.9
4550,168.42,73.69,6.45
4551,-65.11,4.96,5.57
4552,-70.73,27.41,4.28
4553,-70.28,26.31,6.17
4554,140.84,61.38,2.44
4555,-86.93,60.04,6.3
4556,-64.74,4.61,6.06
4557,-69.34,23.76,6.46
4558,-72.79,35.42,5.3
4559,-95.21,67.04,5.58
4560,149.12,67.68,6.54
4561,149.1,67.7,7.03
4562,170.44,74.71,6.49
4563,-63.36,-1.1,5.91
4564,-108.33,72.7,5.53
4565,-71.66,32.81,5.93
4566,137.73,58.91,5.84
4567,-75.53,43.73,5.18
4568,-68.55,21.94,6.13
4569,134.05,54.39,6.22
4570,-66.65,14.78,6.26
4571,-69.94,28.19,6.21
4572,159.77,72.68,6.62
4573,-63.24,-0.22,5.57
4574,-174.25,77.34,6.42
4575,133.83,54.53,6.76
4576,-64.43,5.79,5.44
4577,-67.76,20.82,6.79
4578,-62.73,-2.05,5.61
4579,-71.6,35.48,6.43
4580,-84.53,60.58,6.17
4581,-178.42,77.23,5.96
4582,-65.26,10.34,6.05
4583,-59.79,-15.62,4.91
4584,177.83,76.96,6.5
4585,-86.95,63.5,5.37
4586,125.42,36.03,6.17
4587,-76.89,50.47,5.55
4588,-72.39,39.52,6.28
4589,-89.7,66.23,4.66
4590,-73.08,41.63,5.26
4591,-81.86,58.66,6.31
4592,-63.76,4.72,6.16
4593,169.73,76.17,5.59
4594,151.89,71.2,5.21
4595,-58.07,-22.86,6.05
4596,-60.97,-8.99,6.42
4597,-61.4,-6.73,5.89
4598,-77.46,53.25,6.22
4599,-62.47,-0.95,4.33
4600,-66.4,19.57,5.15
4601,-60.36,-11.65,6.44
4602,-121.78,77.86,5.87
4603,-62.36,-0.78,4.72
4604,-61.38,-5.85,5.35
4605,-59.85,-13.9,5.04
4606,123.98,31.45,6.27
4607,-62.68,1.4,5.96
4608,-89.93,68.6,4.12
4609,126.32,39.92,5.8
4610,131.64,53.41,6.13
4611,-61.76,-3.09,6.33
4612,-67.36,26.27,6.23
4613,-78.74,57.82,6.37
4614,-61.17,-6.14,6.23
4615,-61.68,-3.24,6.06
4616,-61.82,-2.15,4.15
4617,-59.87,-12.73,5.18
4618,-64.06,11.62,4.47
4619,-64.04,11.52,6.37
4620,-64.38,13.57,5.34
4621,-64,11.57,2.6
4622,-62.29,1.59,6.22
4623,-69.34,37.12,4.02
4624,-65.04,17.89,5.75
4625,-65.61,20.93,5.48
4626,-80.46,62.86,5.95
4627,126.63,42.17,6.35
4628,-66.64,27.4,6.17
4629,-83.7,66.52,5.72
4630,-69.41,39.26,3
4631,-65.91,24.3,6.06
4632,-101.7,76,6.39
4633,-150.37,80.96,6.01
4634,-61.9,1.22,6.08
4635,-68.88,38.34,5.46
4636,-64.46,16.87,6.61
4637,-63.39,11.02,6.23
4638,-63.22,10.03,3.96
4639,124.71,35.28,6
4640,-141.22,81.06,5.66
4641,133.49,59.25,6.43
4642,-158.53,81.17,6.49
4643,-112.89,78.87,5.57
4644,-61.49,-0.42,5.92
4645,-60.36,-7.53,6.17
4646,125.64,39.31,5.14
4647,-66.03,28.08,6.5
4648,-65.11,23.35,5.76
4649,-58.99,-15.84,6.35
4650,-86.83,70.9,5.85
4651,-66,28.42,6.33
4652,-63.87,16.65,5.31
4653,-61.07,-1.83,6.22
4654,134.94,62.83,6.16
4655,-68.42,41.22,5.83
4656,-61.77,3.79,2.8
4657,-71.51,51.55,6.11
4658,-64.19,20.46,6.26
4659,127.39,46.61,5.71
4660,132.57,59.42,3.31
4661,-67.58,38.79,6.54
4662,-69.01,44.5,2.59
4663,-92.84,75.25,5.1
4664,-59.72,-9.92,6.22
4665,126.66,44.32,6.29
4666,148.99,74.63,5.66
4667,-127.1,81.47,4.95
4668,172.65,80.4,5
4669,-60.59,-3.06,6.06
4670,-68.83,45.39,6.05
4671,-60.25,-5.3,4.11
4672,134.24,63.19,5.81
4673,-162.62,82.3,5.7
4674,-58.66,-16.54,4.26
4675,-64.64,26.28,6.15
4676,-91.95,75.68,6.34
4677,-72.83,57.89,6.99
4678,-72.83,57.9,6.54
4679,-60.67,-1.36,4.04
4680,-172.4,82.14,6.23
4681,-74.15,60.99,5.9
4682,-61.73,7.43,5
4683,123.56,30.65,6.33
4684,-140.11,82.67,6.48
4685,-119.44,81.66,6.27
4686,123.35,29.4,6.28
4687,125.72,41.79,5.38
4688,-157.2,82.85,6.33
4689,-73.6,61.19,3.89
4690,136.46,67.31,5.29
4691,-66.54,40.12,5.97
4692,-60.23,-3.16,6.21
4693,-144.65,83.05,5.54
4694,-139.63,82.95,6.15
4695,-75.73,65.05,4.96
4696,-66.42,40.09,5.21
4697,-95.85,78.28,4.74
4698,-148.22,83.16,7.13
4699,-68.33,48.64,5.14
4700,-60.77,2.25,3.59
4701,130.79,58.79,5.55
4702,-61.17,6.26,5.92
4703,-59.87,-4.81,5.15
4704,-59.78,-5.59,5.74
4705,-129,83.02,6.19
4706,-60.9,4.98,5.39
4707,-137.5,83.4,4.81
4708,-75.85,67.12,6.4
4709,-57.54,-23.3,6.33
4710,-59.74,-4.91,6.36
4711,-65.11,37.59,5.68
4712,-63.44,27.11,5.32
4713,-62.92,23.25,6.4
4714,-62.94,23.64,5.79
4715,141.22,73.59,6.06
4716,133.05,65.02,4.8
4717,-138.96,83.85,5.18
4718,-62.43,21.21,6.25
4719,-134.25,83.76,6.42
4720,-59.75,-3.03,6.3
4721,-62.22,20.09,6.11
4722,-67.25,50.74,5.95
4723,-64.11,34.77,6.09
4724,-63.07,27.38,5.73
4725,-120.06,83.28,6.03
4726,130.16,59.98,5.81
4727,127.76,53.08,6.32
4728,145.5,76.97,5.02
4729,-59.88,-0.39,4.86
4730,-59.87,-0.36,1.33
4731,-59.87,-0.36,1.73
4732,-61.02,11.23,4.82
4733,-149.94,84.43,4.95
4734,-61.22,13.76,6.26
4735,-63.01,29.76,5.55
4736,-59.72,-1.04,6
4737,-160.37,84.46,4.36
4738,-145.28,84.55,5
4739,-60.16,3.74,5.5
4740,125.67,45.06,6.24
4741,-75.04,70.65,6.37
4742,-65.2,45.87,6.35
4743,-60.9,12.47,3.91
4744,-59.57,-1.58,6.04
4745,129.89,61.09,5.7
4746,-68.13,57.75,6.22
4747,-59.78,0.96,6.22
4748,-61.95,23.61,5.44
4749,-60.25,6.33,6.15
4750,-138.32,84.83,6.54
4751,-134.74,84.78,6.65
4752,-134.78,84.82,5.29
4753,-116.93,84.2,5.48
4754,-60.05,6.22,5.8
4755,-61.36,20.96,6.02
4756,-96.73,82.04,5.69
4757,-64.52,46.05,2.95
4758,-65.02,49.15,6.35
4759,-63.29,38.92,5.63
4760,128.32,58.5,5.35
4761,130.89,65.26,6.21
4762,128.18,58.14,6.08
4763,-59.83,5.65,1.63
4764,-59.82,5.68,6.42
4765,125.75,47.81,4.95
4766,-119.07,84.74,5.46
4767,129.94,63.77,6.21
4768,-59.58,3.35,5.48
4769,-58.5,-10.18,5.88
4770,-71.69,69.9,6.05
4771,-59.24,-0.72,5.95
4772,-66.26,57.47,6.19
4773,-58.54,-9.32,3.87
4774,-61.79,30.16,6.46
4775,-63.81,46.42,4.31
4776,-64.01,48.76,5.74
4777,-72.37,72.62,6.26
4778,-62.87,42.88,6.26
4779,-63.82,49.81,5.58
4780,-112.8,85.07,6.29
4781,-64.34,53.17,5.48
4782,-59.95,12.87,6.38
4783,153.97,82.78,5.42
4784,153.19,82.68,6.24
4785,136.1,75.32,4.26
4786,-62.13,39.31,2.65
4787,125.21,47.26,3.87
4788,-60.2,18.1,5.77
4789,-97.85,84.14,4.81
4790,-58.95,0.97,6.22
4791,-81.17,80.48,6.56
4792,-81.14,80.48,5.02
4793,-93.19,83.58,5.85
4794,-60.25,21.75,5.13
4795,125.02,47.04,4.94
4796,-60.28,22.91,5.8
4797,-61.96,42.2,6.2
4798,-58.34,-6.3,2.69
4799,-63.74,56.85,5.87
4800,126.49,57.54,5.5
4801,-76.23,79.42,5.68
4802,-59.41,14.27,3.86
4803,-60.83,35.63,5.45
4804,-57.86,-12.52,6.49
4805,-65.27,65.94,6.33
4806,-58.29,-4.35,6.25
4807,-64.68,64.53,5.71
4808,-66.32,69.63,7.08
4809,-61.29,44.52,6
4810,-60.23,32.37,5.89
4811,132.88,76.01,6.37
4812,-89.91,84.72,6.38
4813,-62.3,54.75,4.66
4814,-58.22,-3.67,6.26
4815,-82.57,83.32,5.46
4816,138.51,80.81,6.45
4817,-59.47,22.83,4.64
4818,-58.88,16.69,5.84
4819,-58.74,13.88,2.17
4820,-57.9,-6.55,6.33
4821,-60.9,49.78,6.08
4822,-60.9,49.78,5.98
4823,-58.27,3.16,4.93
4824,-65.45,73.14,6.19
4825,-62.15,61.33,3.65
4826,-62.15,61.33,3.68
4827,-60.16,43.06,6.03
4828,-65.12,72.96,4.88
4829,-63.82,69.55,5.59
4830,-58.04,-0.2,5.31
4831,-58.57,14.03,4.66
4832,-58.28,6.9,6.08
4833,124.87,54.38,6.07
4834,-58.23,6.68,6
4835,-58.1,3.95,6.4
4836,-58.72,22.67,6.44
4837,-61.12,61.23,5.93
4838,-58.75,26.5,6.39
4839,-59.05,34.52,5.48
4840,124.73,55.94,6.38
4841,-57.65,-5.97,6.16
4842,-57.77,1.88,4.69
4843,127.22,72.97,6.33
4844,-57.55,-5.24,3.05
4845,128.81,77.78,5.95
4846,126.45,71.65,4.99
4847,-61.39,70.5,5.22
4848,-57.77,6.38,4.65
4849,-61.21,72.38,5.67
4850,-58.19,29.55,5.86
4851,-63.32,79.39,5.12
4852,123.29,36.5,6.4
4853,-57.54,3.18,1.25
4854,-60.1,68.8,6.34
4855,-61,74.8,6.07
4856,-58.82,56.56,6.26
4857,-58.09,38.01,6.44
4858,-59.3,66.43,6.41
4859,123.74,54.34,5.89
4860,-57.88,35.27,5.66
4861,-60.37,76.4,6.56
4862,-57.2,-9.11,5.55
4863,123.53,50.33,5.43
4864,-71.72,87.64,6.31
4865,-59.8,76.98,5.7
4866,124.18,68.66,6.27
4867,123.56,56.81,5.85
4868,-57.22,2.47,6.75
4869,171.1,89.36,5.78
4870,-56.99,-22.25,5.46
4871,-57.26,14.41,6.24
4872,-57.14,10.08,5.73
4873,-60.64,85.73,6.43
4874,-57.25,28.87,4.91
4875,124.31,79.61,5.89
4876,-57.09,2.54,5.72
4877,-57.09,52.53,6.41
4878,-56.96,65.93,6.02
4879,-56.96,23.19,5.98
4880,-56.95,14.78,6.33
4881,-56.92,36.13,6.15
4882,-56.92,9.04,6.24
4883,114.93,89.58,4.94
4884,-56.02,79.94,6.32
4885,-56.83,7.92,5.93
4886,-55.78,78.99,6.3
4887,-56.83,2.54,5.76
4888,-56.78,13.93,4.33
4889,-56.66,22.69,4.27
4890,-56.77,2.49,5.9
4891,-56.21,59.32,6.11
4892,123.01,33.71,5.85
4893,123.01,33.72,5.28
4894,-52.79,84.1,4.9
4895,-56.68,4.44,6.58
4896,-56.02,58.64,6.44
4897,-56.65,3.72,4.62
4898,-56.64,5.69,4.03
4899,-56.63,5.7,5.17
4900,-54.77,75.28,6.25
4901,-55.94,51.22,6
4902,-55.86,53.33,4.79
4903,-56.39,18.72,5.89
4904,117.74,83.57,6.26
4905,122.18,61.16,1.77
4906,-56.31,19.95,5.47
4907,-56.67,-9.32,5.93
4908,-56.45,6.03,5.32
4909,121.2,69.92,5.84
4910,-54.47,66.25,3.38
4911,-55.48,47.53,6.17
4912,-55.66,36.4,6.62
4913,-56.17,11.66,5.16
4914,118.31,78.77,5.6
4915,118.29,78.77,2.9
4916,122.26,51.68,5.24
4917,121.36,63.01,5.82
4918,-55.22,40.1,6.31
4919,119.92,70.92,6.12
4920,-46.59,80.13,4.78
4921,-53.08,59,5.79
4922,-54.89,29.33,6.02
4923,-56.2,-8.69,3.62
4924,95.6,85.86,4.9
4925,-52.57,59.42,5.99
4926,-42.96,80.99,6.2
4927,122.32,41.65,6.01
4928,121.6,50.51,5.32
4929,-43.91,79.75,5.96
4930,-56.13,-8.63,6.03
4931,120.3,60.71,4.93
4932,-47.66,73.63,2.83
4933,-55.05,13.3,4.85
4934,121,53.48,6
4935,-53.17,42.2,5.58
4936,120.31,57.35,6.53
4937,-51.01,59.06,6.59
4938,-54.36,21.61,6.26
4939,-54.87,10.7,6.43
4940,-54.53,14.34,4.71
4941,-54.03,21.19,5.59
4942,-54.51,12.89,4.27
4943,104.46,80.81,5.25
4944,-55.06,2.95,5.99
4945,114.85,71.63,5.63
4946,-26.61,83.13,5.99
4947,-53.56,26.91,6.54
4948,64.11,86.23,6.54
4949,-19.36,84.36,5.6
4950,121.57,44.07,6.31
4951,-54.63,9.34,5.71
4952,-55.33,-2.49,5.51
4953,119.88,55,6.14
4954,41.94,86.47,4.8
4955,-50.5,51.92,5.19
4956,40.56,86.32,6.19
4957,-49.93,53.65,5.55
4958,-51.81,39.57,4.95
4959,-49.75,53.08,6.32
4960,-42.47,72.39,5.78
4961,-49.69,52.28,5.94
4962,-33.67,78.88,5.91
4963,-48.58,57.03,4.38
4964,103.61,79.01,6.02
4965,-54.05,10.19,6.06
4966,-55.31,-7.14,5.91
4967,105.55,77.97,6.28
4968,-32.04,79.49,5.22
4969,-32.04,79.49,5.22
4970,-53.17,20.49,5.79
4971,105.17,77.98,5.91
4972,-54.77,-0.52,6.33
4973,-53.23,19.35,5.25
4974,119.22,54.77,6.54
4975,-54.45,2.85,4.6
4976,-55.88,-15.63,5.85
4977,-54.91,-3.44,5.9
4978,-51.47,36.1,6.5
4979,-52.57,24.89,4.85
4980,-54.37,2.94,6.16
4981,-49.88,46.39,5.04
4982,-52.88,20,6.22
4983,43.33,85.4,4.26
4984,2.47,84.52,6.33
4985,-53.52,12.02,5.89
4986,-38.39,73.66,5.77
4987,-25.81,80.31,6.53
4988,-54.11,4.06,5.89
4989,-54.13,3.64,4.92
4990,-49.85,43.74,6.28
4991,-52.71,19.54,6.16
4992,-25.13,80.22,6.11
4993,-54.82,-5.13,4.8
4994,-54.97,-6.9,6.37
4995,-49.79,42.62,5.33
4996,-53.14,13.74,5.89
4997,104.83,76.18,4.92
4998,-37.01,73.3,5.67
4999,-51.74,26.26,6.19
5000,-54.41,-2.4,6.07
5001,-49.23,42.56,5.22
5002,-54.53,-4.04,4.87
5003,120.66,44.23,6.59
5004,104.57,75.4,5.79
5005,-44.16,60.85,6.68
5006,-50.74,31.05,5.1
5007,-20.57,80.12,6.45
5008,-52.18,18.65,5.84
5009,121.85,36.61,6.25
5010,-17.67,80.67,6.45
5011,-37.2,71.31,5.22
5012,-54.89,-9.28,6.04
5013,-31.65,75.26,5.33
5014,-43.31,61.5,6.37
5015,-39.86,67.46,4.8
5016,-52.75,11.36,6.19
5017,102.73,75.52,4.73
5018,119.46,48.55,6.2
5019,-48.12,44.1,4.74
5020,-48.9,39.26,3
5021,-40.27,65.66,6.62
5022,84.77,80.93,5.82
5023,111.85,66.87,5.15
5024,-53.4,2.89,6.18
5025,88.19,80.06,6.02
5026,-52.59,9.87,5.48
5027,-52.92,6.83,6.02
5028,-50.58,25.79,2.75
5029,-51.83,15.69,5.77
5030,-54.63,-9.42,6.05
5031,-39.68,64.82,6.26
5032,100.09,75.67,5.6
5033,-47.39,42.82,6.21
5034,-53.3,1.67,6.18
5035,-53.29,1.65,4.53
5036,-52.27,10.4,5.83
5037,-39.65,63.93,5.69
5038,-51.64,14.6,6.16
5039,-51.69,13.98,6.38
5040,-37.28,66.84,5.87
5041,-53.58,-1.88,4.53
5042,-54.83,-12.16,5.05
5043,-49.47,29.21,6.22
5044,-46.5,44.49,5.37
5045,104.7,72.12,6.35
5046,-51.71,12.71,6.48
5047,-42.36,57.03,5.89
5048,-53.44,-1.85,5.31
5049,-54.2,-7.95,5.67
5050,-41.92,56.73,5.75
5051,-54.66,-11.99,6.63
5052,90.25,77.95,6.07
5053,-27.65,73.39,6.44
5054,113.11,61.58,2.27
5055,113.11,61.58,3.95
5056,-43.89,50.84,0.98
5057,11.48,81.73,5.78
5058,-49.86,22.63,5.09
5059,-39.22,60.47,5.97
5060,-49.96,20.88,5.69
5061,-51.09,13.31,6.31
5062,112.77,61.47,4.01
5063,-51.08,13.07,6.28
5064,-43.82,49.25,5.25
5065,-49.69,22.2,6.4
5066,-53.81,-6.99,6.2
5067,105.14,69.88,5.88
5068,-44.55,46.02,4.76
5069,-53.05,-2.1,6.11
5070,116.41,53.43,6.5
5071,-51.01,11.26,5.06
5072,-22.31,74.11,4.98
5073,119.27,44.49,5.79
5074,116.77,51.96,6.66
5075,116.75,51.98,7.04
5076,110.49,63.49,6.34
5077,95.99,74.4,6.47
5078,-37.84,60.09,6.43
5079,108.77,65.52,6.8
5080,-45.78,38.75,4.97
5081,-26.67,71.42,5.65
5082,-54.75,-14.88,6.48
5083,108.68,65.36,6.43
5084,-56.09,-23.01,5.58
5085,114.52,56.57,5.4
5086,-30.67,68.05,6.17
5087,-31.89,66.98,6.51
5088,-39.97,55.1,6.09
5089,-48.78,22.83,3.88
5090,-46.4,33.93,6.47
5091,120.71,38.33,5.77
5092,-48.38,23.79,6.16
5093,-52.73,-3.12,6.37
5094,-43.85,43.1,6.01
5095,-39.22,55.21,4.69
5096,96.97,72.96,6.08
5097,-46.26,33.31,5.69
5098,-46.46,32.46,6.45
5099,-42.53,46.34,5.55
5100,-40.56,51.37,5.21
5101,-39.24,54.23,6.68
5102,18.61,80.28,6.11
5103,-49.71,13.98,6.33
5104,-46.76,28.69,6.44
5105,-31.73,64.41,4.94
5106,-41.13,48.32,5.91
5107,-34.75,60.39,3.37
5108,88.07,75.29,6.37
5109,110.49,60.74,5.6
5110,83.33,76.41,4.98
5111,-37.29,55.77,5.73
5112,104.99,66.59,4.7
5113,-51.67,0.7,5.63
5114,-23.41,70.14,6.49
5115,-54.06,-13.09,6.34
5116,98.48,70.79,6.84
5117,-46.53,27.47,6.5
5118,-48.48,17.97,5.98
5119,-53.09,-7.94,6.1
5120,-44.62,35.28,5.78
5121,-48.87,15.71,5.9
5122,-50.97,3.9,6.42
5123,21.68,79.45,5.74
5124,-50.74,4.67,6.01
5125,-53.06,-8.3,6.59
5126,104.68,66.01,6.49
5127,78.96,76.61,4.82
5128,-44.92,32.19,5.83
5129,-14.42,73.18,6.52
5130,-51.86,-2.2,5.79
5131,119.65,40.3,6.57
5132,-49.81,8.72,2.3
5133,105.56,64.82,6.48
5134,-49.11,12.17,6
5135,-47.08,22.19,6.27
5136,-47.12,21.88,5.6
5137,-3.54,75.91,6.48
5138,-20.1,70.08,5.57
5139,117.72,45.42,5.5
5140,-50.54,3.44,5.38
5141,-49.75,7.6,5.01
5142,107.04,62.7,5.46
5143,55.83,78.65,6.21
5144,3.08,76.64,5.75
5145,40.68,79.06,6.23
5146,-42.45,38,6.59
5147,-45.2,28.11,6.05
5148,104.46,64.82,6.32
5149,13.26,77.84,5.62
5150,-36.58,52.16,5.01
5151,-50.02,5.4,6
5152,-48.81,11.25,6.41
5153,110.18,58.69,6.29
5154,108.18,61.01,4.66
5155,-46.8,20.44,5.98
5156,-22.04,67.74,6.16
5157,-46.8,19.76,5.98
5158,-48.65,10.99,6.47
5159,-27.22,63.38,5.36
5160,90.49,72.09,6.3
5161,71.71,76.51,5.98
5162,114.42,51.47,5.85
5163,-33.88,54.99,6.51
5164,15.32,77.35,6.13
5165,-38.97,44.82,5.6
5166,-42.19,35.83,6.21
5167,-42.16,35.18,5.81
5168,-44.14,28.46,4.23
5169,104.91,63.19,6.02
5170,-38.44,45.14,6.19
5171,-50.7,-0.41,6.51
5172,-48.37,10.5,4.65
5173,-36.84,48.29,5.51
5174,-44.72,25.29,5.15
5175,-47.98,11.63,5.91
5176,-47.96,11.55,5.45
5177,107.97,59.66,6.5
5178,-35.01,50.76,6.05
5179,87.52,72.06,5.87
5180,81.11,73.84,5.94
5181,-38.72,43.01,5.43
5182,29.48,77.55,5.95
5183,-22.14,65.38,6.33
5184,119.56,38.73,5.91
5185,-1.05,73.88,4.5
5186,80.9,73.71,5.5
5187,106.38,60.89,5.7
5188,-54.91,-20.06,5.95
5189,-44.13,25.72,6.53
5190,-45.59,19.89,3.41
5191,100.69,65.32,1.86
5192,-43.68,26.91,4.19
5193,-45.76,19.12,3.04
5194,-51.77,-7.15,5.75
5195,54.35,76.88,5.62
5196,-38.07,42.57,4.97
5197,-41.93,32.06,6.18
5198,-44.97,21.58,6.44
5199,82.66,72.77,7.4
5200,-4.19,72.4,4.07
5201,12.25,75.49,4.91
5202,-38.58,40.84,6.53
5203,121.01,34.18,5.98
5204,74.14,74.42,6.38
5205,-21.46,64.21,6.01
5206,-46.47,14.73,5.77
5207,-47.86,8.97,5.25
5208,-43.76,24.88,6.35
5209,-40.04,36.49,6.45
5210,-42.72,28.19,4.56
5211,-42.72,28.19,6.06
5212,-42.26,29.5,6.12
5213,111.06,54.27,5.96
5214,67.5,75.13,6.65
5215,67.1,75.16,5.87
5216,108.83,56.94,6.46
5217,-47.75,8.37,5.89
5218,-51.08,-5.52,5.71
5219,66.1,75.14,4.74
5220,-10.46,69.32,6.04
5221,-42.07,29.14,4.73
5222,-43.12,25.52,5.54
5223,-46.16,14.42,6.1
5224,-42.94,25.84,6.19
5225,3.3,73.05,5.7
5226,112.77,51.21,4.65
5227,114.79,47.86,6.4
5228,-40.73,32.3,6.04
5229,42.88,76.28,5.9
5230,-47.23,9.49,5.71
5231,-45.93,14.19,2.55
5232,-26.53,57.57,5.15
5233,-31.2,51.59,6.19
5234,-47.56,7.54,6.14
5235,5.3,73.03,2.68
5236,-47.68,6.98,6
5237,-41.27,29.61,6.51
5238,103.76,61.01,5.7
5239,-45.61,14.83,5.83
5240,-53.56,-16.19,6.09
5241,-49.81,-1.75,4.71
5242,-50.26,-3.82,6.2
5243,-4.88,70.09,6.16
5244,-23.47,59.61,5.91
5245,56.03,75.11,6.32
5246,-37.86,37.37,6.14
5247,38.12,75.54,5.01
5248,-44.02,19.07,3.83
5249,-44.71,16.45,3.87
5250,-38.34,35.45,5.15
5251,-46.14,11.06,5.91
5252,-48.94,0.3,6.49
5253,-50.15,-4.33,5.97
5254,-2.25,69.98,6
5255,17.02,73.78,5.76
5256,109.61,53.9,6.37
5257,-37.96,35.31,5.77
5258,-26.16,55.17,6.4
5259,-42.88,20.72,6.13
5260,-44.4,15.53,4.34
5261,-52.78,-14.54,5.5
5262,-11.62,65.4,5.99
5263,37.9,74.51,6.23
5264,-20.78,59.38,4.26
5265,-38.3,32.84,5.48
5266,-47.13,5.26,5.92
5267,-48.23,1.25,0.61
5268,-39.71,28.76,6.18
5269,-42.84,19.45,6.11
5270,-9.83,65.8,6.2
5271,90.56,66.67,6.27
5272,-35.85,37.45,6.3
5273,-7.54,66.45,6.3
5274,-12.61,64,6.26
5275,-16.01,61.85,6.24
5276,-25.93,53.03,6.39
5277,-32.05,44.32,6.28
5278,-46.37,6.65,6.17
5279,-52,-12.75,6.02
5280,98.11,62.57,6.15
5281,-47.74,1.79,6.42
5282,113.63,47.16,6.34
5283,-18.75,59.61,6.28
5284,-32.54,42.99,6.56
5285,-42.27,19.54,4.36
5286,-42.85,17.71,6.2
5287,-37,33.25,3.27
5288,-40.54,24.08,2.06
5289,-48.54,-1.62,6.4
5290,-27.88,49.24,5.46
5291,110.52,50.96,3.65
5292,-47.3,2.12,6.34
5293,-50.45,-8.46,6.05
5294,-42.48,17.2,6.17
5295,-50.23,-7.91,6.06
5296,-44.88,9.51,6
5297,-45.42,7.65,4.75
5298,-27.8,48.08,6.47
5299,85.26,67.26,5.27
5300,94.58,63.23,5.25
5301,-30.84,42.49,4.91
5302,105.75,55.14,6.46
5303,-53.57,-18.73,4.91
5304,30.82,72.18,4.83
5305,116.34,41.55,6.45
5306,-52.43,-15.57,6.47
5307,-17.01,57.87,6.43
5308,-45.02,7.28,5.56
5309,-34.46,34.93,6.34
5310,54.36,71.95,6.11
5311,-45.27,6.35,6.11
5312,-35.66,32.21,5.08
5313,-15.57,58.61,5.01
5314,-35.26,32.77,6.24
5315,-26.49,47.7,4.19
5316,-45.87,3.96,5.07
